sampling_platform,yr,primary_reader,haul_date,month,rounded_latitude,n_or_s_of_34_44,season,visual_maturity_code,weight_kg,length_cm,age,certainty ,o_1,o_2,o_3,o_4_1,o_4_2,o_5,o_6,o_7,o_8,o_9,highest_matstage,biological_maturity,prop_atresia,functional_maturity,spent,batch_spent,spawning,pofs_present,histology_notes,data_notes
ASHOP,2014,MH,5/27/2014,5,42,N,spring,NA,0.4,41,4,0,Y,Y,Y,N,N,N,N,N,N,N,9,0,0.8,0,0,0,0,0,"Possible abortive spawning, uncertain if post spawning or skip spawning",
ASHOP,2014,MH,5/17/2014,5,43,N,spring,NA,0.45,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,9,1,0.8,0,0,0,0,0,"Mass atresia, some early vitellogenic oocytes present.",
WCGBT,2015,MH,7/6/2015,7,35,N,summer,NA,0.38,41,NA,0,Y,Y,Y,N,N,N,N,N,N,N,9,1,0.7,0,0,0,0,0,"a few hydrated atresia, but the rest is inactive or old atresia, this appears functionally immature. This would make a great picture for manuscript",
WCGBT,2009,MH,6/30/2009,6,41,N,summer,NA,0.44,41,4,1,Y,Y,Y,N,N,N,N,N,N,N,2,0,0.2,0,0,0,0,0,,
ASHOP,2013,MH,5/25/2013,5,43,N,spring,NA,0.4,41,5,0,Y,Y,Y,N,N,N,N,N,N,N,2,0,0.15,0,0,0,0,0,"I can't determine if this was recovering from spawning or skip spawning, so marking uncertain",
ASHOP,2013,MH,11/19/2013,11,42,N,fall,NA,0.38,41,3,1,Y,Y,Y,N,N,N,N,N,N,N,2,0,0.1,0,0,0,0,0,A few oocytes look close to maturing. Slide quality poor.,
ASHOP,2016,MH,5/21/2016,5,43,N,spring,NA,0.41,41,6,0,Y,Y,Y,N,N,N,N,N,N,N,2,0,0.1,0,0,0,0,0,marking uncertain because of timing of collection and size of the fish,
ASHOP,2013,MH,9/15/2013,9,44,N,fall,NA,0.36,41,3,1,Y,Y,Y,N,N,N,N,N,N,N,2,0,0.02,0,0,0,0,0,"A few granules, marking immature",
ASHOP,2013,MH,11/12/2013,11,43,N,fall,NA,0.42,41,3,1,Y,Y,Y,N,N,N,N,N,N,N,2,0,0.02,0,0,0,0,0,Oocytes close to maturing,
ASHOP,2015,MH,5/20/2015,5,42,N,spring,NA,0.41,41,5,0,Y,Y,Y,N,N,N,N,N,N,N,2,0,0.02,0,0,0,0,0,"uncertain about this one, possibly to early in the season",
WCGBT,2015,MH,7/3/2015,7,36,N,summer,NA,0.36,41,NA,0,Y,Y,Y,N,N,N,N,N,N,N,2,0,0.02,0,0,0,0,0,possibly early yolk develoment,
WCGBT,2013,MH,9/24/2013,9,38,N,fall,NA,0.38,41,5,1,Y,Y,Y,N,N,N,N,N,N,N,2,0,0.01,0,0,0,0,0,,
ASHOP,2015,MH,6/3/2015,6,44,N,summer,NA,0.42,41,3,1,Y,Y,Y,Y,N,N,N,N,Y,Y,6,1,0.1,1,0,1,1,0,"A couple of stage 8s almost stage 9, one stage 9, a few POFs. This fish was spawning a small batch",
WCGBT,2014,MH,7/2/2014,7,37,N,summer,NA,0.44,41,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.25,1,1,1,0,1,"A few POFs, quite a bit of atresia, including hydrated atresia",
ASHOP,2014,MH,5/21/2014,5,43,N,spring,NA,0.39,41,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.2,1,1,1,0,0,"A few fully hydrated oocytes in atresia, POF present, and a lot of older atresia from last batch spawning event. Stage 4s are healthy. Recovering",
ASHOP,2015,MH,5/27/2015,5,42,N,spring,NA,0.4,41,5,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.2,1,1,1,0,0,"2 POFs present, older atresia present",
WCGBT,2015,MH,6/6/2015,6,45,N,summer,NA,0.48,41,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.15,1,1,1,0,0,"2 hydrated atretic oocytes, older atresia present, appears that this fish may have aborted a spawning attempt. Early yolked oocytes present",
Acoustics,2015,MH,7/12/2015,7,38,N,summer,4,0.46,41,5,1,Y,Y,Y,Y,N,N,N,N,Y,N,7,1,0.1,1,1,1,0,0,"Post spawning recovering, residuals present",
ASHOP,2014,MH,5/24/2014,5,43,N,spring,NA,0.42,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.1,1,1,1,0,0,"A couple stage 9s in early stages of atresia, one pof observed",
WCGBT,2015,MH,6/6/2015,6,45,N,summer,NA,0.44,41,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.1,1,1,1,0,0,"Some oocytes close to stage 4.2. Several large hydrates oocytes in atresia, indicating this fish either aborted a batch event or spawned a small batch.",
WCGBT,2015,MH,6/25/2015,6,38,N,summer,NA,0.42,41,NA,0,Y,Y,Y,N,N,N,N,N,N,N,7,1,0.05,1,1,1,0,0,"no yolk present, some hydrated atresia. Not certain this is spent, not functionally mature at time of capture",
ASHOP,2015,MH,5/22/2015,5,42,N,spring,NA,0.43,41,5,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.05,1,1,1,0,0,one POF present,
ASHOP,2015,MH,5/25/2015,5,42,N,spring,NA,0.42,41,5,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.05,1,1,1,0,0, at least 1 POF present,
Acoustics,2015,MH,6/28/2015,6,36,N,summer,2,0.378,41,5,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.05,1,1,1,0,1,"Post batch spawning,POFs, some residuals that were bring reabsorbed",
ASHOP,2015,MH,6/4/2015,6,44,N,summer,NA,0.44,41,5,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.02,1,1,1,0,0,"3 - 4 POFs present, only a few oocytes with early yolk",
WCGBT,2009,MH,8/30/2009,8,48,N,summer,NA,0.42,41,3,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.1,1,0,1,0,1,"a few pofs, batch spent",
WCGBT,2009,MH,10/11/2009,10,35,N,fall,NA,0.44,41,6,1,Y,Y,Y,Y,Y,Y,Y,N,N,Y,7,1,0.05,1,0,1,0,1,"Healthy and large batch of stage 6 oocyes, a few stage 9s, and some hydrated oocytes in atresia. A few POFs present as well, this fish recently spawned a couple eggs.",
WCGBT,2014,MH,7/18/2014,7,33,S,summer,NA,0.42,41,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.05,1,0,1,0,1,"A lot of POFs, recent larger batch event",
ASHOP,2013,MH,5/22/2013,5,43,N,spring,NA,0.38,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.05,1,0,1,0,0,"Small batch of oocytes recently spawned, POFs present.",
ASHOP,2015,MH,10/18/2015,10,47,N,fall,NA,0.44,41,6,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,7,1,0.04,1,0,1,0,0,"A few hydrated atretic oocytes, a possible post spawning marker as well",
Acoustics,2016,MH,1/28/2016,1,36,N,winter,2,0.355,41,4,1,Y,Y,Y,Y,Y,Y,Y,Y,N,N,7,1,0.02,1,0,1,0,1,"This fish had spawned a batch previously, older POFs present, early hydration in next batch, close to spawning. So at least 3 batches for this fish during this spawning season",
ASHOP,2015,MH,10/27/2015,10,45,N,fall,NA,0.44,41,5,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,7,1,0.02,1,0,1,0,0,Several post spawning markers,
WCGBT,2014,MH,9/29/2014,9,35,N,fall,NA,0.44,41,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,7,1,0.02,1,0,1,0,0,,
Acoustics,2013,MH,8/2/2013,8,45,N,summer,2,0.502,41,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.02,1,0,1,0,1,"Either a batch was spent, or was being spawned",
Acoustics,2013,MH,8/4/2013,8,46,N,summer,2,0.462,41,5,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.02,1,0,1,0,0,"a couple of spawning markers, not certain it was a successful batch ",
ASHOP,2014,MH,9/25/2014,9,44,N,fall,NA,0.44,41,4,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.01,1,0,1,0,0,"2 POFs present, Possible small batch spent",
Acoustics,2013,MH,8/2/2013,8,45,N,summer,2,0.422,41,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.01,1,0,1,0,0,"Either a batch was spent, or was being spawned",
ASHOP,2016,MH,5/25/2016,5,43,N,spring,NA,0.39,41,5,1,Y,Y,Y,Y,N,N,N,N,N,N,8,1,0.1,1,1,0,0,0,residuals,
WCGBT,2015,MH,6/8/2015,6,44,N,summer,NA,0.42,41,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,8,1,0.05,1,1,0,0,1,"Two POFs present, some older large atresia present as well.",
ASHOP,2014,MH,8/22/2014,8,45,N,summer,NA,0.54,41,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.2,1,0,0,0,0,"quite a bit of older atresia, batch aborted",
WCGBT,2014,MH,7/6/2014,7,35,N,summer,NA,0.48,41,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.2,1,0,0,0,0,,
ASHOP,2013,MH,11/5/2013,11,44,N,fall,NA,0.39,41,3,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.2,1,0,0,0,0,Unsure if this fish would have spawned,
Acoustics,2013,MH,7/16/2013,7,42,N,summer,2,0.44,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.2,1,0,0,0,0,Large amount of recent atresia,
ASHOP,2014,MH,5/26/2014,5,42,N,spring,NA,0.39,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.2,1,0,0,0,0,A lot of older atresia.,
ASHOP,2014,MH,5/26/2014,5,43,N,spring,NA,0.37,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.2,1,0,0,0,0,Possible residuals,
WCGBT,2009,MH,7/11/2009,7,35,N,summer,NA,0.38,41,4,1,Y,Y,Y,Y,Y,N,N,N,Y,N,3,1,0.15,1,0,0,0,0,"One stage 8 present, but looks unhealthy",
ASHOP,2013,MH,6/1/2013,6,43,N,summer,NA,0.46,41,5,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.15,1,0,0,0,0,"residuals still present, in reabsorption",
ASHOP,2015,MH,5/28/2015,5,42,N,spring,NA,0.45,41,3,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.15,1,0,0,0,0,Appears to be recovering from last spawning event,
Acoustics,2012,MH,7/17/2012,7,40,N,summer,2,0.39,41,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.1,1,0,0,0,0,,
WCGBT,2014,MH,7/5/2014,7,35,N,summer,NA,0.5,41,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.1,1,0,0,0,0,,
Acoustics,2013,MH,7/12/2013,7,41,N,summer,2,0.438,41,3,1,Y,Y,Y,Y`,Y,N,N,N,N,N,3,1,0.1,1,0,0,0,0,Early yolk development,
Acoustics,2013,MH,7/12/2013,7,41,N,summer,2,0.438,41,3,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.1,1,0,0,0,0,,
WCGBT,2009,MH,8/26/2009,8,45,N,summer,NA,0.42,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.1,1,0,0,0,0,Very beginning of yolk formation.,
ASHOP,2013,MH,5/29/2013,5,43,N,spring,NA,0.47,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.1,1,0,0,0,0,,
ASHOP,2014,MH,5/30/2014,5,42,N,spring,NA,0.41,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.1,1,0,0,0,0,early yolk development,
ASHOP,2014,MH,6/1/2014,6,42,N,summer,NA,0.42,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.1,1,0,0,0,0,"Early yolk development, possibly residuals",
ASHOP,2013,MH,5/27/2013,5,47,N,spring,NA,0.4,41,5,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.1,1,0,0,0,0,,
ASHOP,2016,MH,5/19/2016,5,43,N,spring,NA,0.4,41,6,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.1,1,0,0,0,0,Old atresia,
WCGBT,2009,MH,10/8/2009,10,35,N,fall,NA,0.5,41,5,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.05,1,0,0,0,0,,
ASHOP,2013,MH,11/2/2013,11,43,N,fall,NA,0.4,41,3,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.05,1,0,0,0,0,,
Acoustics,2012,MH,7/22/2012,7,43,N,summer,2,0.39,41,3,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
Acoustics,2013,MH,7/29/2013,7,44,N,summer,2,0.482,41,3,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,Well developed stage 4s,
ASHOP,2013,MH,5/21/2013,5,43,N,spring,NA,0.41,41,3,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
WCGBT,2012,MH,9/3/2012,9,44,N,fall,NA,0.42,41,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
Acoustics,2012,MH,7/21/2012,7,42,N,summer,2,0.405,41,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
ASHOP,2013,MH,5/20/2013,5,45,N,spring,NA,0.42,41,5,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,Some residuals,
WCGBT,2013,MH,9/11/2013,9,42,N,fall,NA,0.46,41,3,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
Acoustics,2012,MH,7/25/2012,7,44,N,summer,2,0.34,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
Acoustics,2012,MH,7/31/2012,7,45,N,summer,2,0.425,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,Possible residuals,
ASHOP,2013,MH,5/28/2013,5,43,N,spring,NA,0.42,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
ASHOP,2014,MH,5/24/2014,5,43,N,spring,NA,0.4,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
ASHOP,2013,MH,5/26/2013,5,43,N,spring,NA,0.4,41,5,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,Early yolk development,
ASHOP,2015,MH,5/31/2015,5,42,N,spring,NA,0.45,41,5,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,large stage 4s,
WCGBT,2014,MH,6/11/2014,6,43,N,summer,NA,0.46,41,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
WCGBT,2015,MH,5/24/2015,5,46,N,spring,NA,0.44,41,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,1,at least 3 POFs,
WCGBT,2009,MH,10/10/2009,10,35,N,fall,NA,0.44,41,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.02,1,0,0,0,0,Healthy,
ASHOP,2013,MH,10/4/2013,10,45,N,fall,NA,0.45,41,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.02,1,0,0,0,0,,
ASHOP,2015,MH,11/15/2015,11,45,N,fall,NA,0.4,41,5,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.02,1,0,0,0,0,,
Acoustics,2016,MH,2/6/2016,2,39,N,winter,2,0.38,41,4,1,Y,Y,Y,N,N,Y,Y,N,N,N,5,1,0.02,1,0,0,0,0, a few hydrated atretic oocytes,
Acoustics,2016,MH,2/6/2016,2,39,N,winter,2,0.385,41,4,1,Y,Y,Y,Y,N,Y,Y,N,N,N,5,1,0.02,1,0,0,0,0,,
Acoustics,2013,MH,7/31/2013,7,44,N,summer,2,0.43,41,3,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.02,1,0,0,0,0,,
Acoustics,2013,MH,8/2/2013,8,45,N,summer,2,0.454,41,4,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.02,1,0,0,0,0,,
Acoustics,2012,MH,7/30/2012,7,44,N,summer,2,0.39,41,3,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
Acoustics,2013,MH,7/29/2013,7,44,N,summer,2,0.456,41,3,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Well developed stage 4s,
Acoustics,2013,MH,7/29/2013,7,44,N,summer,2,0.42,41,3,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Well developed stage 4s,
ASHOP,2013,MH,9/24/2013,9,43,N,fall,NA,0.42,41,3,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
ASHOP,2014,MH,5/29/2014,5,43,N,spring,NA,0.4,41,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,"Well developed stage 4s, residuals from last spawn present",
ASHOP,2014,MH,5/16/2014,5,43,N,spring,NA,0.44,41,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,well developed stage 4s,
Acoustics,2015,MH,8/7/2015,8,44,N,summer,2,0.46,41,5,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,a few residuals left over,
Acoustics,2013,MH,7/12/2013,7,41,N,summer,2,0.388,41,3,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Early vitellogenesis,
ASHOP,2014,MH,5/17/2014,5,43,N,spring,NA,0.41,41,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Early yolk development,
ASHOP,2014,MH,5/27/2014,5,43,N,spring,NA,0.42,41,5,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
ASHOP,2014,MH,5/23/2014,5,43,N,spring,NA,0.41,41,5,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Early  yolk development,
ASHOP,2014,MH,9/10/2014,9,45,N,fall,NA,0.47,41,4,1,Y,Y,Y,Y,Y,Y, N,N,N,N,4,1,0.02,1,0,0,0,0,,
ASHOP,2014,MH,11/9/2014,11,43,N,fall,NA,0.41,41,2,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,2 batches present,
ASHOP,2014,MH,10/2/2014,10,44,N,fall,NA,0.45,41,2,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
ASHOP,2013,MH,10/29/2013,10,45,N,fall,NA,0.44,41,3,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,2 batches,
ASHOP,2013,MH,10/14/2013,10,45,N,fall,NA,0.44,41,3,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,2 batches,
ASHOP,2013,MH,10/10/2013,10,46,N,fall,NA,0.49,41,3,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
ASHOP,2013,MH,11/15/2013,11,43,N,fall,NA,0.5,41,3,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
ASHOP,2014,MH,10/6/2014,10,43,N,fall,NA,0.51,41,3,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
ASHOP,2014,MH,11/4/2014,11,42,N,fall,NA,0.44,41,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,2 batches present,
ASHOP,2014,MH,11/5/2014,11,43,N,fall,NA,0.43,41,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,2 batches present,
ASHOP,2014,MH,11/8/2014,11,43,N,fall,NA,0.47,41,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
ASHOP,2014,MH,10/13/2014,10,43,N,fall,NA,0.44,41,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
ASHOP,2014,MH,10/28/2014,10,43,N,fall,NA,0.44,41,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,2 batches present,
ASHOP,2014,MH,11/4/2014,11,42,N,fall,NA,0.46,41,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,2 batches preset,
ASHOP,2016,MH,10/23/2016,10,45,N,fall,NA,0.42,41,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
ASHOP,2016,MH,9/24/2016,9,44,N,fall,NA,0.46,41,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
ASHOP,2015,MH,10/26/2015,10,45,N,fall,NA,0.41,41,5,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
Acoustics,2016,MH,2/4/2016,2,34,S,winter,2,0.39,41,6,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,1,"this fish had recently spanwed a small batch, there appears to be 2 more batches present",
WCGBT,2015,MH,9/8/2015,9,44,N,fall,NA,0.44,41,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
ASHOP,2015,MH,11/20/2015,11,45,N,fall,NA,0.44,41,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
ASHOP,2015,MH,11/5/2015,11,45,N,fall,NA,0.43,41,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
ASHOP,2015,MH,10/19/2015,10,45,N,fall,NA,0.42,41,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
ASHOP,2014,MH,10/4/2014,10,44,N,fall,NA,0.43,41,2,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
ASHOP,2013,MH,10/27/2013,10,44,N,fall,NA,0.42,41,3,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
ASHOP,2013,MH,11/16/2013,11,42,N,fall,NA,0.42,41,3,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
ASHOP,2013,MH,10/11/2013,10,45,N,fall,NA,0.43,41,3,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,"A few stage 5s present, well developed stage 4s.",
ASHOP,2013,MH,10/8/2013,10,46,N,fall,NA,0.45,41,3,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
ASHOP,2013,MH,9/17/2013,9,44,N,fall,NA,0.45,41,3,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,A few early stage 5s,
ASHOP,2014,MH,10/3/2014,10,44,N,fall,NA,0.44,41,3,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,one stage 9 in atresia,
ASHOP,2014,MH,10/6/2014,10,43,N,fall,NA,0.43,41,4,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
ASHOP,2014,MH,10/8/2014,10,43,N,fall,NA,0.47,41,4,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
ASHOP,2014,MH,8/25/2014,8,45,N,summer,NA,0.47,41,4,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
ASHOP,2014,MH,8/26/2014,8,45,N,summer,NA,0.48,41,4,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
ASHOP,2014,MH,9/23/2014,9,45,N,fall,NA,0.44,41,4,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
ASHOP,2014,MH,9/21/2014,9,45,N,fall,NA,0.46,41,4,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
ASHOP,2015,MH,10/14/2015,10,45,N,fall,NA,0.43,41,4,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
ASHOP,2016,MH,9/16/2016,9,44,N,fall,NA,0.46,41,4,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
Acoustics,2015,MH,8/24/2015,8,48,N,summer,2,0.46,41,5,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
WCGBT,2014,MH,9/22/2014,9,39,N,fall,NA,0.46,41,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
WCGBT,2014,MH,9/14/2014,9,43,N,fall,NA,0.48,41,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
ASHOP,2015,MH,10/25/2015,10,43,N,fall,NA,0.41,41,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
ASHOP,2015,MH,9/26/2015,9,44,N,fall,NA,0.39,41,2,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.01,1,0,0,0,0,,
Acoustics,2013,MH,8/2/2013,8,45,N,summer,2,0.532,41,3,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.01,1,0,0,0,0,,
Acoustics,2013,MH,8/2/2013,8,45,N,summer,2,0.442,41,3,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.01,1,0,0,0,0,,
Acoustics,2013,MH,8/2/2013,8,45,N,summer,2,0.42,41,3,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.01,1,0,0,0,0,,
ASHOP,2013,MH,11/16/2013,11,42,N,fall,NA,0.46,41,3,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.01,1,0,0,0,0,,
ASHOP,2013,MH,10/8/2013,10,46,N,fall,NA,0.42,41,3,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.01,1,0,0,0,0,"Very few stage 4s, but those that are present are large and well developed.",
ASHOP,2014,MH,8/11/2014,8,45,N,summer,NA,0.5,41,3,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.01,1,0,0,0,0,,
ASHOP,2014,MH,8/24/2014,8,46,N,summer,NA,0.46,41,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.01,1,0,0,0,0,"possible one old POF, but unsure",
ASHOP,2014,MH,9/23/2014,9,45,N,fall,NA,0.46,41,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.01,1,0,0,0,0,,
ASHOP,2014,MH,8/13/2014,8,45,N,summer,NA,0.48,41,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.01,1,0,0,0,0,,
ASHOP,2014,MH,10/12/2014,10,43,N,fall,NA,0.42,41,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.01,1,0,0,0,0,Well developed stage 4s,
