"age","year","doy","p_mature","model"
12,2004,182,0.998659189065644,"Spatial + temperature"
12,2004,278,0.999696595415044,"Spatial + temperature"
12,2005,182,0.998881035053795,"Spatial + temperature"
12,2005,278,0.999746839211544,"Spatial + temperature"
12,2006,182,0.99783409954725,"Spatial + temperature"
12,2006,278,0.999509577037499,"Spatial + temperature"
12,2007,182,0.998448256706202,"Spatial + temperature"
12,2007,278,0.999648807322487,"Spatial + temperature"
12,2008,182,0.994099069357236,"Spatial + temperature"
12,2008,278,0.998659977242542,"Spatial + temperature"
12,2009,182,0.997159834766724,"Spatial + temperature"
12,2009,278,0.999356567510127,"Spatial + temperature"
12,2010,182,0.998555372721181,"Spatial + temperature"
12,2010,278,0.999673077101703,"Spatial + temperature"
12,2011,182,0.996937654970977,"Spatial + temperature"
12,2011,278,0.99930611363971,"Spatial + temperature"
12,2012,182,0.995871263207193,"Spatial + temperature"
12,2012,278,0.999063708962436,"Spatial + temperature"
12,2013,182,0.996848793324116,"Spatial + temperature"
12,2013,278,0.999285929554409,"Spatial + temperature"
12,2014,182,0.998543222787678,"Spatial + temperature"
12,2014,278,0.999670324436696,"Spatial + temperature"
12,2015,182,0.998507060372553,"Spatial + temperature"
12,2015,278,0.999662131244447,"Spatial + temperature"
12,2016,182,0.99275871962983,"Spatial + temperature"
12,2016,278,0.998353886216776,"Spatial + temperature"
12,2017,182,0.998422537211896,"Spatial + temperature"
12,2017,278,0.999642979335884,"Spatial + temperature"
12,2018,182,0.998935972479605,"Spatial + temperature"
12,2018,278,0.999759278801206,"Spatial + temperature"
12,2019,182,0.996777951063258,"Spatial + temperature"
12,2019,278,0.999269836408867,"Spatial + temperature"
12,2020,182,0.998830180901627,"Spatial + temperature"
12,2020,278,0.999735323261912,"Spatial + temperature"
12,2021,182,0.998882933172907,"Spatial + temperature"
12,2021,278,0.999747269024056,"Spatial + temperature"
12,2022,182,0.998799114431864,"Spatial + temperature"
12,2022,278,0.999728287796965,"Spatial + temperature"
12,2023,182,0.998676681554562,"Spatial + temperature"
12,2023,278,0.999700557750392,"Spatial + temperature"
12,2024,182,0.996492738913427,"Spatial + temperature"
12,2024,278,0.999205027227552,"Spatial + temperature"
13,2003,182,0.998013756469687,"Spatial + temperature"
13,2003,278,0.999550319229851,"Spatial + temperature"
13,2004,182,0.997515398773167,"Spatial + temperature"
13,2004,278,0.999437274863358,"Spatial + temperature"
13,2005,182,0.997953097509151,"Spatial + temperature"
13,2005,278,0.999536564396288,"Spatial + temperature"
13,2006,182,0.99601834617743,"Spatial + temperature"
13,2006,278,0.999097166690708,"Spatial + temperature"
13,2007,182,0.997134872288655,"Spatial + temperature"
13,2007,278,0.999350899753688,"Spatial + temperature"
13,2008,182,0.989130500733191,"Spatial + temperature"
13,2008,278,0.997522109219901,"Spatial + temperature"
13,2009,182,0.994727427352042,"Spatial + temperature"
13,2009,278,0.998803253643804,"Spatial + temperature"
13,2010,182,0.997283077322179,"Spatial + temperature"
13,2010,278,0.999384546643257,"Spatial + temperature"
13,2011,182,0.994387932049555,"Spatial + temperature"
13,2011,278,0.998725860273218,"Spatial + temperature"
13,2012,182,0.992458468241589,"Spatial + temperature"
13,2012,278,0.998285231272828,"Spatial + temperature"
13,2013,182,0.99414204019232,"Spatial + temperature"
13,2013,278,0.99866977978938,"Spatial + temperature"
13,2014,182,0.997306480269517,"Spatial + temperature"
13,2014,278,0.999389859091582,"Spatial + temperature"
13,2015,182,0.997189798806379,"Spatial + temperature"
13,2015,278,0.999363370586448,"Spatial + temperature"
13,2016,182,0.986439951269123,"Spatial + temperature"
13,2016,278,0.996902246490215,"Spatial + temperature"
13,2017,182,0.997047929783869,"Spatial + temperature"
13,2017,278,0.99933115765453,"Spatial + temperature"
13,2018,182,0.998063933877755,"Spatial + temperature"
13,2018,278,0.999561696322313,"Spatial + temperature"
13,2019,182,0.994101134225122,"Spatial + temperature"
13,2019,278,0.998660448297104,"Spatial + temperature"
13,2020,182,0.997848719839261,"Spatial + temperature"
13,2020,278,0.999512893018605,"Spatial + temperature"
13,2021,182,0.997968047439625,"Spatial + temperature"
13,2021,278,0.999539954515237,"Spatial + temperature"
13,2022,182,0.997800245426564,"Spatial + temperature"
13,2022,278,0.999501898405412,"Spatial + temperature"
13,2023,182,0.997555334148347,"Spatial + temperature"
13,2023,278,0.999446336776061,"Spatial + temperature"
13,2024,182,0.993515335279004,"Spatial + temperature"
13,2024,278,0.998526750367589,"Spatial + temperature"
14,2003,182,0.995316834336628,"Spatial + temperature"
14,2003,278,0.998937521420005,"Spatial + temperature"
14,2004,182,0.99405203205546,"Spatial + temperature"
14,2004,278,0.9986492462986,"Spatial + temperature"
14,2005,182,0.995161208172608,"Spatial + temperature"
14,2005,278,0.998902081498232,"Spatial + temperature"
14,2006,182,0.990561394624891,"Spatial + temperature"
14,2006,278,0.997850706695718,"Spatial + temperature"
14,2007,182,0.993172387291583,"Spatial + temperature"
14,2007,278,0.998448422181038,"Spatial + temperature"
14,2008,182,0.974346177179747,"Spatial + temperature"
14,2008,278,0.994083493394929,"Spatial + temperature"
14,2009,182,0.987399041584013,"Spatial + temperature"
14,2009,278,0.997123505704455,"Spatial + temperature"
14,2010,182,0.993403982310128,"Spatial + temperature"
14,2010,278,0.998501322299645,"Spatial + temperature"
14,2011,182,0.986759732536689,"Spatial + temperature"
14,2011,278,0.996976055934691,"Spatial + temperature"
14,2012,182,0.982304980560132,"Spatial + temperature"
14,2012,278,0.995944508223638,"Spatial + temperature"
14,2013,182,0.985970303090785,"Spatial + temperature"
14,2013,278,0.99679377896435,"Spatial + temperature"
14,2014,182,0.993571478574733,"Spatial + temperature"
14,2014,278,0.998539569330211,"Spatial + temperature"
14,2015,182,0.993170325087536,"Spatial + temperature"
14,2015,278,0.998447951054016,"Spatial + temperature"
14,2016,182,0.967526928787445,"Spatial + temperature"
14,2016,278,0.992470234004622,"Spatial + temperature"
14,2017,182,0.992862871101217,"Spatial + temperature"
14,2017,278,0.998377693810199,"Spatial + temperature"
14,2018,182,0.995444783535467,"Spatial + temperature"
14,2018,278,0.998966652195678,"Spatial + temperature"
14,2019,182,0.986094020484729,"Spatial + temperature"
14,2019,278,0.996822359830056,"Spatial + temperature"
14,2020,182,0.99488938013713,"Spatial + temperature"
14,2020,278,0.998840158979702,"Spatial + temperature"
14,2021,182,0.995226600168158,"Spatial + temperature"
14,2021,278,0.998916973914732,"Spatial + temperature"
14,2022,182,0.994799232899168,"Spatial + temperature"
14,2022,278,0.998819617632058,"Spatial + temperature"
14,2023,182,0.994169512305498,"Spatial + temperature"
14,2023,278,0.998676046410153,"Spatial + temperature"
14,2024,182,0.984576646041614,"Spatial + temperature"
14,2024,278,0.996471437324764,"Spatial + temperature"
15,2003,182,0.985797190074285,"Spatial + temperature"
15,2003,278,0.996753777562754,"Spatial + temperature"
15,2004,182,0.981727067441506,"Spatial + temperature"
15,2004,278,0.995810157249223,"Spatial + temperature"
15,2005,182,0.985295887678448,"Spatial + temperature"
15,2005,278,0.996637879947487,"Spatial + temperature"
15,2006,182,0.971444551972019,"Spatial + temperature"
15,2006,278,0.993399171627241,"Spatial + temperature"
15,2007,182,0.979159401067004,"Spatial + temperature"
15,2007,278,0.99521175920279,"Spatial + temperature"
15,2008,182,0.924516168120529,"Spatial + temperature"
15,2008,278,0.98187822463634,"Spatial + temperature"
15,2009,182,0.961768056905389,"Spatial + temperature"
15,2009,278,0.991094165349776,"Spatial + temperature"
15,2010,182,0.979484945190037,"Spatial + temperature"
15,2010,278,0.995287761469484,"Spatial + temperature"
15,2011,182,0.960356377062061,"Spatial + temperature"
15,2011,278,0.990754916579757,"Spatial + temperature"
15,2012,182,0.947659399833622,"Spatial + temperature"
15,2012,278,0.987668909299301,"Spatial + temperature"
15,2013,182,0.957382064589214,"Spatial + temperature"
15,2013,278,0.990037633632497,"Spatial + temperature"
15,2014,182,0.980336411267849,"Spatial + temperature"
15,2014,278,0.995486362783015,"Spatial + temperature"
15,2015,182,0.978737828771505,"Spatial + temperature"
15,2015,278,0.995113280119545,"Spatial + temperature"
15,2016,182,0.90402438236048,"Spatial + temperature"
15,2016,278,0.9765639115374,"Spatial + temperature"
15,2017,182,0.977889159667777,"Spatial + temperature"
15,2017,278,0.994914833137194,"Spatial + temperature"
15,2018,182,0.986209674109449,"Spatial + temperature"
15,2018,278,0.996849072821877,"Spatial + temperature"
15,2019,182,0.958416234194702,"Spatial + temperature"
15,2019,278,0.990287420138044,"Spatial + temperature"
15,2020,182,0.984404468695677,"Spatial + temperature"
15,2020,278,0.996431565242229,"Spatial + temperature"
15,2021,182,0.985592498203001,"Spatial + temperature"
15,2021,278,0.996706465216817,"Spatial + temperature"
15,2022,182,0.984219546265488,"Spatial + temperature"
15,2022,278,0.996388729726596,"Spatial + temperature"
15,2023,182,0.982163524067582,"Spatial + temperature"
15,2023,278,0.995911634237238,"Spatial + temperature"
15,2024,182,0.953600891302032,"Spatial + temperature"
15,2024,278,0.989120823551978,"Spatial + temperature"
