age,prop
1,0.05712799231
2,0.376338153
3,0.04996275411
4,0.2207343828
5,0.1357661672
6,0.009521498782
7,0.007845164909
8,0.02050792634
9,0.055706968
10,0.007956587484
11,0.02823455679
12,0.00645264892
13,0.004614650871
14,0.002762230395
15,0.01646835457
