Source,Weight_kg,Sex,Age_yrs,Length_cm,Month,Year
ATSEA,0.76,M,5,51,5,2008
ATSEA,0.87,F,10,55,5,2008
ATSEA,0.7,F,5,50,5,2008
ATSEA,0.8,F,10,50,5,2008
ATSEA,0.78,F,7,51,5,2008
ATSEA,0.9,F,9,52,5,2008
ATSEA,0.63,M,11,47,5,2008
ATSEA,0.55,M,5,44,5,2008
ATSEA,0.47,F,4,42,5,2008
ATSEA,0.59,M,5,46,5,2008
ATSEA,0.56,F,9,45,5,2008
ATSEA,0.62,F,9,48,5,2008
ATSEA,0.7,F,9,50,5,2008
ATSEA,0.76,F,9,52,5,2008
ATSEA,0.53,M,9,45,5,2008
ATSEA,0.73,M,9,52,5,2008
ATSEA,0.76,M,9,52,5,2008
ATSEA,0.56,F,9,46,5,2008
ATSEA,0.71,F,9,52,5,2008
ATSEA,0.71,M,9,48,5,2008
ATSEA,0.65,M,9,48,5,2008
ATSEA,0.78,M,12,50,5,2008
ATSEA,0.81,M,9,50,5,2008
ATSEA,0.67,F,7,48,5,2008
ATSEA,0.31,M,3,37,5,2008
ATSEA,0.37,M,3,39,5,2008
ATSEA,0.35,M,3,40,5,2008
ATSEA,0.54,M,8,45,5,2008
ATSEA,0.4,F,3,41,5,2008
ATSEA,0.65,M,8,49,5,2008
ATSEA,0.79,M,10,50,5,2008
ATSEA,0.92,F,9,53,5,2008
ATSEA,0.8,F,9,52,5,2008
ATSEA,0.76,F,9,50,5,2008
ATSEA,0.5,M,9,44,5,2008
ATSEA,0.54,M,5,45,5,2008
ATSEA,0.64,F,7,45,5,2008
ATSEA,0.73,F,10,51,5,2008
ATSEA,0.82,F,7,52,5,2008
ATSEA,0.51,M,9,45,5,2008
ATSEA,0.64,M,9,49,5,2008
ATSEA,0.55,F,4,45,5,2008
ATSEA,0.53,F,4,43,5,2008
ATSEA,0.58,M,5,46,5,2008
ATSEA,0.55,M,9,47,5,2008
ATSEA,0.53,F,7,45,5,2008
ATSEA,0.63,F,9,48,5,2008
ATSEA,0.81,F,12,52,5,2008
ATSEA,0.65,F,8,47,5,2008
ATSEA,0.74,F,9,49,5,2008
ATSEA,0.58,M,9,48,5,2008
ATSEA,0.72,M,9,51,5,2008
ATSEA,0.78,M,9,53,5,2008
ATSEA,0.57,M,8,46,5,2008
ATSEA,0.63,M,9,47,5,2008
ATSEA,0.75,M,9,52,5,2008
ATSEA,0.53,F,5,45,5,2008
ATSEA,0.78,F,6,51,5,2008
ATSEA,0.63,M,9,51,5,2008
ATSEA,0.88,M,9,55,5,2008
ATSEA,0.76,F,9,52,5,2008
ATSEA,0.89,F,9,55,5,2008
ATSEA,0.97,F,9,56,5,2008
ATSEA,0.62,M,9,46,5,2008
ATSEA,0.66,M,5,48,5,2008
ATSEA,0.49,F,5,43,5,2008
ATSEA,0.74,F,9,49,5,2008
ATSEA,0.94,F,9,55,5,2008
ATSEA,0.59,M,5,45,5,2008
ATSEA,0.62,F,8,47,5,2008
ATSEA,0.44,F,3,42,5,2008
ATSEA,0.65,M,9,47,5,2008
ATSEA,0.62,M,9,47,5,2008
ATSEA,0.53,M,5,46,5,2008
ATSEA,0.65,M,9,48,5,2008
ATSEA,0.54,M,9,45,5,2008
ATSEA,0.68,F,8,48,5,2008
ATSEA,0.63,F,5,49,5,2008
ATSEA,0.66,M,9,47,5,2008
ATSEA,0.2,F,3,32,5,2008
ATSEA,0.31,F,3,36,5,2008
ATSEA,0.3,F,3,38,5,2008
ATSEA,0.37,F,3,38,5,2008
ATSEA,0.38,M,3,38,5,2008
ATSEA,0.41,M,3,40,5,2008
ATSEA,0.35,F,3,38,5,2008
ATSEA,0.34,F,3,38,5,2008
ATSEA,0.76,F,5,50,5,2008
ATSEA,0.63,M,9,48,5,2008
ATSEA,0.6,F,5,46,5,2008
ATSEA,0.62,F,9,48,5,2008
ATSEA,0.86,F,11,53,5,2008
ATSEA,0.94,F,9,56,5,2008
ATSEA,0.5,M,4,43,5,2008
ATSEA,0.58,M,9,45,5,2008
ATSEA,0.31,F,3,38,5,2008
ATSEA,0.58,F,5,46,5,2008
ATSEA,0.62,F,5,48,5,2008
ATSEA,0.55,M,7,47,5,2008
ATSEA,0.95,M,9,56,5,2008
ATSEA,0.72,F,7,52,5,2008
ATSEA,0.83,F,14,53,5,2008
ATSEA,0.96,F,9,56,5,2008
ATSEA,0.56,M,9,49,5,2008
ATSEA,0.65,M,8,49,5,2008
ATSEA,0.68,M,10,51,5,2008
ATSEA,0.82,M,9,52,5,2008
ATSEA,0.6,F,9,47,5,2008
ATSEA,0.71,M,9,50,5,2008
ATSEA,1.11,M,9,58,5,2008
ATSEA,0.47,F,5,44,5,2008
ATSEA,0.62,F,7,47,5,2008
ATSEA,0.68,F,5,48,5,2008
ATSEA,0.58,M,9,47,5,2008
ATSEA,0.58,M,9,48,5,2008
ATSEA,0.82,M,9,51,5,2008
ATSEA,0.56,F,9,47,5,2008
ATSEA,0.68,F,8,50,5,2008
ATSEA,0.64,M,9,47,5,2008
ATSEA,0.83,M,9,48,5,2008
ATSEA,0.83,M,9,52,5,2008
ATSEA,0.58,F,5,45,5,2008
ATSEA,0.51,M,7,43,5,2008
ATSEA,0.33,M,3,37,5,2008
ATSEA,0.52,M,5,45,5,2008
ATSEA,0.36,F,3,38,5,2008
ATSEA,0.44,F,3,40,5,2008
ATSEA,0.36,F,3,40,5,2008
ATSEA,0.6,M,10,48,5,2008
ATSEA,0.62,M,9,49,5,2008
ATSEA,0.41,F,3,39,5,2008
ATSEA,0.68,F,8,48,5,2008
ATSEA,0.85,F,8,52,5,2008
ATSEA,0.58,M,5,47,5,2008
ATSEA,0.58,M,9,48,5,2008
ATSEA,0.62,M,9,50,5,2008
ATSEA,0.52,F,9,47,5,2008
ATSEA,0.75,F,9,51,5,2008
