"Source","Weight_kg","Sex","Age_yrs","Length_cm","Month","Year"
"ATSEA",0.45,"M",6,43,6,2016
"ATSEA",0.53,"F",6,44,6,2016
"ATSEA",0.41,"M",6,43,6,2016
"ATSEA",0.53,"M",7,47,7,2016
"ATSEA",0.58,"F",8,46,7,2016
"ATSEA",0.5,"M",6,44,7,2016
"ATSEA",0.49,"F",4,42,7,2016
"ATSEA",0.44,"F",6,44,7,2016
"ATSEA",0.47,"M",5,44,7,2016
"ATSEA",0.48,"F",5,44,6,2016
"ATSEA",0.46,"F",6,45,6,2016
"ATSEA",0.36,"M",7,43,6,2016
"ATSEA",0.22,"M",2,33,5,2016
"ATSEA",0.13,"F",1,28,5,2016
"ATSEA",0.4,"F",6,43,5,2016
"ATSEA",0.43,"M",6,42,5,2016
"ATSEA",0.39,"M",6,41,5,2016
"ATSEA",0.39,"F",6,42,5,2016
"ATSEA",0.44,"M",6,44,6,2016
"ATSEA",0.44,"M",6,44,6,2016
"ATSEA",0.38,"M",6,41,6,2016
"ATSEA",0.42,"M",6,44,5,2016
"ATSEA",0.58,"F",9,49,5,2016
"ATSEA",0.42,"M",6,43,5,2016
"ATSEA",0.5,"M",6,44,6,2016
"ATSEA",0.41,"F",4,41,6,2016
"ATSEA",0.51,"M",6,45,6,2016
"ATSEA",0.37,"M",7,43,5,2016
"ATSEA",0.53,"M",6,45,5,2016
"ATSEA",0.48,"M",6,44,5,2016
"ATSEA",0.56,"F",6,46,9,2016
"ATSEA",0.42,"M",6,42,9,2016
"ATSEA",0.54,"M",6,44,9,2016
"ATSEA",0.23,"F",2,33,10,2016
"ATSEA",0.37,"F",2,39,10,2016
"ATSEA",0.45,"F",4,42,10,2016
"ATSEA",0.25,"F",2,35,10,2016
"ATSEA",0.34,"M",2,38,10,2016
"ATSEA",0.3,"M",2,36,10,2016
"ATSEA",0.18,"M",2,31,11,2016
"ATSEA",0.24,"F",2,33,11,2016
"ATSEA",0.27,"M",2,35,11,2016
"ATSEA",0.34,"M",2,36,10,2016
"ATSEA",0.3,"F",2,37,10,2016
"ATSEA",0.51,"M",6,41,10,2016
"ATSEA",0.36,"M",4,38,7,2016
"ATSEA",0.51,"M",6,43,7,2016
"ATSEA",0.43,"F",4,41,7,2016
"ATSEA",0.27,"M",2,35,9,2016
"ATSEA",0.37,"M",2,40,9,2016
"ATSEA",0.18,"M",2,31,9,2016
"ATSEA",0.24,"M",2,34,10,2016
"ATSEA",0.29,"F",2,37,10,2016
"ATSEA",0.26,"M",2,35,10,2016
"ATSEA",0.56,"M",7,46,6,2016
"ATSEA",0.42,"F",6,41,6,2016
"ATSEA",0.44,"F",6,44,6,2016
"ATSEA",0.46,"F",6,44,6,2016
"ATSEA",0.48,"F",6,45,6,2016
"ATSEA",0.48,"M",9,45,6,2016
"ATSEA",0.36,"M",6,41,5,2016
"ATSEA",0.45,"M",6,44,5,2016
"ATSEA",0.36,"M",6,41,5,2016
"ATSEA",0.49,"M",6,45,5,2016
"ATSEA",0.32,"F",4,37,5,2016
"ATSEA",0.39,"M",6,43,5,2016
"ATSEA",0.46,"M",4,42,5,2016
"ATSEA",0.68,"F",10,51,5,2016
"ATSEA",0.38,"M",8,43,5,2016
"ATSEA",0.44,"F",6,43,5,2016
"ATSEA",0.47,"F",7,45,5,2016
"ATSEA",0.47,"M",6,42,5,2016
"ATSEA",0.46,"M",6,44,5,2016
"ATSEA",0.37,"M",6,41,5,2016
"ATSEA",0.4,"M",6,41,5,2016
"ATSEA",0.41,"F",6,43,5,2016
"ATSEA",0.15,"F",2,30,5,2016
"ATSEA",0.13,"M",2,29,5,2016
"ATSEA",0.25,"F",2,35,6,2016
"ATSEA",0.23,"M",2,34,6,2016
"ATSEA",0.41,"M",6,43,6,2016
"ATSEA",0.27,"F",2,35,6,2016
"ATSEA",0.48,"F",6,44,6,2016
"ATSEA",0.48,"M",6,43,7,2016
"ATSEA",0.5,"F",6,43,7,2016
"ATSEA",0.48,"F",6,45,7,2016
"ATSEA",0.5,"M",6,44,7,2016
"ATSEA",0.47,"F",4,42,7,2016
"ATSEA",0.48,"M",6,44,7,2016
"ATSEA",0.42,"M",6,42,7,2016
"ATSEA",0.43,"F",4,39,7,2016
"ATSEA",0.47,"M",6,43,7,2016
"ATSEA",0.51,"M",6,43,7,2016
"ATSEA",0.37,"M",5,40,7,2016
"ATSEA",0.48,"F",6,44,7,2016
"ATSEA",0.44,"M",6,41,7,2016
"ATSEA",0.45,"F",5,43,7,2016
"ATSEA",0.46,"M",8,43,7,2016
"ATSEA",0.56,"F",6,45,5,2016
"ATSEA",0.5,"F",6,44,5,2016
"ATSEA",0.41,"M",6,42,5,2016
"ATSEA",0.44,"F",6,43,5,2016
"ATSEA",0.56,"F",6,48,5,2016
"ATSEA",0.44,"F",6,44,5,2016
"ATSEA",0.49,"M",6,44,5,2016
"ATSEA",0.2,"F",2,33,5,2016
"ATSEA",0.39,"F",6,42,5,2016
"ATSEA",0.52,"F",6,47,5,2016
"ATSEA",0.53,"F",6,46,5,2016
"ATSEA",0.3,"F",3,38,5,2016
"ATSEA",0.4,"M",6,42,5,2016
"ATSEA",0.5,"F",6,44,5,2016
"ATSEA",0.36,"F",4,40,6,2016
