,Source,Weight_kg,Sex,Age_yrs,Length_cm,Month,Year
1166,CAN_shoreside,0.874,M,7,55,8,2005
1167,CAN_shoreside,0.662,F,6,46,8,2005
1168,CAN_shoreside,0.539,M,6,42,9,2005
1169,CAN_shoreside,0.567,M,6,43,9,2005
1170,CAN_shoreside,0.772,F,6,47,9,2005
1171,CAN_shoreside,0.721,F,6,49,8,2005
1172,CAN_shoreside,1.151,M,12,54,9,2005
1173,CAN_shoreside,0.614,M,6,45,8,2005
1174,CAN_shoreside,0.533,M,6,43,9,2005
1175,CAN_shoreside,0.662,M,6,47,9,2005
1176,CAN_shoreside,0.567,F,6,45,9,2005
1177,CAN_shoreside,0.57,F,4,44,9,2005
1178,CAN_shoreside,0.52,M,6,44,9,2005
1179,CAN_shoreside,0.671,F,6,46,9,2005
1180,CAN_shoreside,0.677,M,6,45,8,2005
1181,CAN_shoreside,0.52,M,6,43,8,2005
1182,CAN_shoreside,0.778,F,6,49,9,2005
1183,CAN_shoreside,0.804,F,6,48,9,2005
1184,CAN_shoreside,0.819,M,11,51,9,2005
1185,CAN_shoreside,0.796,F,7,48,9,2005
1186,CAN_shoreside,0.693,M,6,47,9,2005
1187,CAN_shoreside,0.592,F,6,44,9,2005
1188,CAN_shoreside,0.745,M,11,48,8,2005
1189,CAN_shoreside,0.593,M,6,44,8,2005
1190,CAN_shoreside,0.547,F,6,44,9,2005
1191,CAN_shoreside,0.671,F,6,46,8,2005
1192,CAN_shoreside,0.715,F,7,47,9,2005
1193,CAN_shoreside,0.859,F,7,50,8,2005
1194,CAN_shoreside,0.646,M,6,46,9,2005
1195,CAN_shoreside,0.724,F,6,48,9,2005
1196,CAN_shoreside,0.718,M,9,48,9,2005
1197,CAN_shoreside,0.635,M,6,46,9,2005
1198,CAN_shoreside,0.609,F,6,46,8,2005
1199,CAN_shoreside,0.71,M,6,47,8,2005
1200,CAN_shoreside,0.865,F,6,53,9,2005
1201,CAN_shoreside,0.592,F,6,44,8,2005
1202,CAN_shoreside,0.846,F,6,48,8,2005
1203,CAN_shoreside,0.703,F,6,46,8,2005
1204,CAN_shoreside,0.884,M,7,51,9,2005
1205,CAN_shoreside,0.795,F,6,49,9,2005
1206,CAN_shoreside,0.984,F,9,53,8,2005
1207,CAN_shoreside,0.825,F,6,51,8,2005
1208,CAN_shoreside,0.608,M,6,45,8,2005
1209,CAN_shoreside,0.923,M,9,51,8,2005
1210,CAN_shoreside,1.566,F,9,58,9,2005
1211,CAN_shoreside,0.685,F,7,47,9,2005
1212,CAN_shoreside,0.702,M,11,47,9,2005
1213,CAN_shoreside,0.49,F,6,42,8,2005
1214,CAN_shoreside,0.691,F,6,47,8,2005
1215,CAN_shoreside,0.893,F,6,50,9,2005
1216,CAN_shoreside,0.583,M,6,46,8,2005
1217,CAN_shoreside,0.649,F,6,45,9,2005
1218,CAN_shoreside,0.591,F,5,47,8,2005
1219,CAN_shoreside,0.563,F,6,45,8,2005
1220,CAN_shoreside,0.608,F,9,45,8,2005
1221,CAN_shoreside,0.708,M,6,48,8,2005
1222,CAN_shoreside,0.623,M,6,44,8,2005
1223,CAN_shoreside,0.562,F,6,44,8,2005
1224,CAN_shoreside,1.039,F,6,49,9,2005
1225,CAN_shoreside,0.578,M,6,46,9,2005
1226,CAN_shoreside,0.6,F,6,44,9,2005
1227,CAN_shoreside,0.538,M,6,42,9,2005
1228,CAN_shoreside,0.796,M,4,49,8,2005
1229,CAN_shoreside,0.772,M,6,47,8,2005
1230,CAN_shoreside,0.592,M,6,45,8,2005
1231,CAN_shoreside,0.507,F,6,44,9,2005
1232,CAN_shoreside,0.55,M,6,44,9,2005
1233,CAN_shoreside,0.642,F,7,48,9,2005
1234,CAN_shoreside,0.649,M,9,46,9,2005
1235,CAN_shoreside,0.516,M,6,44,9,2005
1236,CAN_shoreside,0.588,F,4,47,9,2005
1237,CAN_shoreside,0.764,F,6,48,9,2005
1238,CAN_shoreside,0.658,F,6,48,8,2005
1239,CAN_shoreside,0.502,F,6,44,8,2005
1240,CAN_shoreside,0.593,M,6,45,8,2005
1241,CAN_shoreside,0.6,F,6,46,8,2005
1242,CAN_shoreside,1.057,F,15,53,9,2005
1243,CAN_shoreside,1.009,M,7,57,9,2005
1244,CAN_shoreside,1.088,F,6,54,9,2005
1245,CAN_shoreside,0.661,M,6,45,9,2005
1246,CAN_shoreside,0.767,F,6,49,9,2005
1247,CAN_shoreside,0.863,M,6,50,9,2005
1248,CAN_shoreside,0.565,F,8,42,8,2005
1249,CAN_shoreside,0.615,M,6,45,8,2005
1250,CAN_shoreside,0.44,F,6,42,9,2005
1251,CAN_shoreside,0.692,M,6,45,9,2005
1252,CAN_shoreside,0.642,F,7,46,8,2005
1253,CAN_shoreside,0.665,F,6,47,9,2005
1254,CAN_shoreside,0.865,M,6,50,9,2005
1255,CAN_shoreside,0.562,M,6,44,9,2005
1256,CAN_shoreside,0.714,M,11,47,8,2005
1257,CAN_shoreside,0.748,F,6,49,9,2005
1258,CAN_shoreside,0.625,F,7,47,9,2005
1259,CAN_shoreside,0.673,M,6,48,8,2005
1260,CAN_shoreside,0.405,M,3,39,8,2011
1261,CAN_shoreside,0.478,F,3,42,8,2011
1262,CAN_shoreside,0.688,M,8,49,8,2011
1263,CAN_shoreside,0.528,F,3,42,8,2011
1264,CAN_shoreside,1.105,F,12,57,8,2011
1265,CAN_shoreside,0.479,M,3,41,8,2011
1266,CAN_shoreside,0.435,F,3,40,8,2011
1267,CAN_shoreside,0.476,F,3,43,8,2011
1268,CAN_shoreside,0.423,M,3,41,8,2011
1269,CAN_shoreside,0.537,M,3,42,8,2011
1270,CAN_shoreside,0.433,F,3,41,8,2011
1271,CAN_shoreside,0.475,F,3,40,8,2011
1272,CAN_shoreside,0.383,F,3,38,8,2011
1273,CAN_shoreside,0.423,M,3,40,8,2011
1274,CAN_shoreside,0.544,M,4,42,8,2011
1275,CAN_shoreside,0.512,M,6,44,8,2011
1276,CAN_shoreside,0.449,F,3,42,8,2011
1277,CAN_shoreside,0.933,F,10,57,8,2011
1278,CAN_shoreside,0.477,F,3,41,8,2011
1279,CAN_shoreside,0.476,F,3,42,8,2011
1280,CAN_shoreside,0.491,F,3,41,8,2011
1281,CAN_shoreside,0.47,F,3,42,8,2011
1282,CAN_shoreside,0.448,M,3,42,8,2011
1283,CAN_shoreside,0.393,M,3,39,8,2011
1284,CAN_shoreside,0.378,F,3,39,8,2011
1285,CAN_shoreside,0.55,M,3,43,8,2011
1286,CAN_shoreside,0.571,F,6,45,8,2011
1287,CAN_shoreside,0.596,F,5,46,8,2011
1288,CAN_shoreside,0.405,F,3,39,8,2011
1289,CAN_shoreside,0.377,M,4,41,8,2011
1290,CAN_shoreside,0.485,M,5,41,8,2011
1291,CAN_shoreside,0.685,F,6,50,8,2011
1292,CAN_shoreside,0.553,M,7,43,8,2011
1293,CAN_shoreside,0.422,F,3,40,8,2011
1294,CAN_shoreside,0.353,M,3,38,8,2011
1295,CAN_shoreside,0.47,M,3,41,8,2011
1296,CAN_shoreside,0.529,M,5,43,8,2011
1297,CAN_shoreside,0.514,M,5,41,8,2011
1298,CAN_shoreside,0.352,M,3,37,8,2011
1299,CAN_shoreside,0.502,F,3,42,8,2011
1300,CAN_shoreside,0.357,M,3,37,8,2011
1301,CAN_shoreside,0.47,M,3,40,8,2011
1302,CAN_shoreside,0.448,M,3,43,8,2011
1303,CAN_shoreside,0.575,F,3,43,8,2011
1304,CAN_shoreside,0.527,F,3,42,8,2011
1305,CAN_shoreside,0.541,M,3,45,8,2011
1306,CAN_shoreside,0.433,F,3,40,8,2011
1307,CAN_shoreside,0.353,M,3,37,8,2011
1308,CAN_shoreside,0.492,F,3,41,8,2011
1309,CAN_shoreside,0.436,M,3,40,8,2011
1310,CAN_shoreside,0.433,F,3,40,8,2011
1311,CAN_shoreside,0.528,F,3,42,8,2011
1312,CAN_shoreside,0.588,M,3,45,8,2011
1313,CAN_shoreside,0.435,F,3,40,8,2011
1314,CAN_shoreside,0.478,F,3,42,8,2011
1315,CAN_shoreside,0.538,F,5,43,8,2011
1316,CAN_shoreside,0.464,F,3,40,8,2011
1317,CAN_shoreside,0.414,F,3,40,8,2011
1318,CAN_shoreside,0.501,F,3,42,8,2011
1319,CAN_shoreside,0.509,M,5,44,8,2011
1320,CAN_shoreside,0.507,F,3,41,8,2011
1321,CAN_shoreside,0.999,F,8,53,8,2011
1322,CAN_shoreside,0.564,F,3,45,8,2011
1323,CAN_shoreside,0.361,M,3,38,8,2011
1324,CAN_shoreside,0.536,M,3,42,8,2011
1325,CAN_shoreside,0.419,M,3,40,8,2011
1326,CAN_shoreside,0.632,M,6,47,8,2011
1327,CAN_shoreside,0.462,M,5,40,8,2011
1328,CAN_shoreside,0.455,M,3,41,8,2011
1329,CAN_shoreside,0.46,F,3,42,8,2011
1330,CAN_shoreside,0.367,M,3,40,8,2011
1331,CAN_shoreside,0.384,M,4,40,9,2012
1332,CAN_shoreside,0.386,F,4,40,9,2012
1333,CAN_shoreside,0.52,F,4,44,9,2012
1334,CAN_shoreside,0.452,F,4,42,9,2012
1335,CAN_shoreside,0.486,M,5,42,9,2012
1336,CAN_shoreside,0.5,F,4,41,9,2012
1337,CAN_shoreside,0.422,F,4,41,9,2012
1338,CAN_shoreside,0.549,M,6,45,5,2016
1339,CAN_shoreside,0.532,M,6,46,5,2016
1340,CAN_shoreside,0.513,M,6,44,5,2016
1341,CAN_shoreside,0.517,F,4,43,5,2016
1342,CAN_shoreside,0.556,F,8,48,5,2016
1343,CAN_shoreside,0.51,M,8,46,5,2016
1344,CAN_shoreside,0.604,M,7,47,5,2016
1345,CAN_shoreside,0.524,F,6,45,5,2016
1346,CAN_shoreside,0.488,F,7,46,5,2016
1347,CAN_shoreside,0.406,M,6,42,5,2016
1348,CAN_shoreside,0.527,F,6,43,5,2016
1349,CAN_shoreside,0.501,F,6,43,5,2016
1350,CAN_shoreside,0.577,F,8,48,5,2016
1351,CAN_shoreside,0.628,M,6,47,5,2016
1352,CAN_shoreside,0.338,M,6,38,5,2016
1353,CAN_shoreside,0.886,F,10,51,5,2016
1354,CAN_shoreside,0.4,M,6,42,5,2016
1355,CAN_shoreside,0.444,M,6,42,5,2016
1356,CAN_shoreside,0.61,M,6,47,5,2016
1357,CAN_shoreside,0.426,M,6,42,5,2016
1358,CAN_shoreside,0.494,M,8,43,8,2016
1359,CAN_shoreside,0.53,F,6,42,8,2016
1360,CAN_shoreside,0.536,F,9,45,5,2016
1361,CAN_shoreside,0.492,F,6,43,5,2016
1362,CAN_shoreside,0.5,F,6,45,5,2016
1363,CAN_shoreside,0.412,F,4,43,5,2016
1364,CAN_shoreside,0.503,M,6,45,5,2016
1365,CAN_shoreside,0.465,M,6,43,5,2016
1366,CAN_shoreside,0.451,F,6,42,5,2016
1367,CAN_shoreside,0.684,F,6,47,8,2016
1368,CAN_shoreside,0.708,F,6,49,8,2016
1369,CAN_shoreside,0.457,F,4,44,5,2016
1370,CAN_shoreside,0.404,M,6,41,5,2016
1371,CAN_shoreside,0.579,F,6,47,5,2016
1372,CAN_shoreside,0.468,M,6,43,5,2016
1373,CAN_shoreside,0.547,M,6,46,5,2016
1374,CAN_shoreside,0.618,M,6,46,8,2016
1375,CAN_shoreside,0.459,F,6,42,5,2016
1376,CAN_shoreside,0.565,M,12,46,5,2016
1377,CAN_shoreside,0.798,M,6,53,5,2016
1378,CAN_shoreside,0.59,F,7,45,8,2016
1379,CAN_shoreside,0.554,F,6,44,8,2016
1380,CAN_shoreside,0.421,M,6,40,5,2016
1381,CAN_shoreside,0.558,F,6,45,5,2016
1382,CAN_shoreside,0.44,M,5,42,5,2016
1383,CAN_shoreside,0.634,F,8,50,5,2016
1384,CAN_shoreside,0.535,F,6,46,5,2016
1385,CAN_shoreside,0.434,M,6,42,5,2016
1386,CAN_shoreside,0.555,F,6,46,5,2016
1387,CAN_shoreside,0.609,M,6,46,5,2016
1388,CAN_shoreside,0.461,M,6,44,5,2016
1389,CAN_shoreside,0.457,F,6,44,5,2016
1390,CAN_shoreside,0.496,F,6,45,5,2016
1391,CAN_shoreside,0.393,M,6,39,5,2016
1392,CAN_shoreside,0.447,M,6,42,5,2016
1393,CAN_shoreside,0.455,F,7,43,5,2016
1394,CAN_shoreside,0.502,M,6,45,5,2016
1395,CAN_shoreside,0.6,F,6,49,5,2016
1396,CAN_shoreside,0.509,M,6,46,5,2016
1397,CAN_shoreside,0.423,M,4,40,5,2016
1398,CAN_shoreside,0.578,F,6,47,5,2016
1399,CAN_shoreside,0.439,M,6,44,5,2016
1400,CAN_shoreside,0.491,F,5,45,5,2016
1401,CAN_shoreside,0.424,M,6,42,5,2016
1402,CAN_shoreside,0.35,F,6,44,5,2016
1403,CAN_shoreside,0.388,M,4,40,5,2016
1404,CAN_shoreside,0.693,F,6,49,5,2016
1405,CAN_shoreside,0.521,F,6,47,5,2016
1406,CAN_shoreside,0.482,F,6,44,5,2016
1407,CAN_shoreside,0.676,F,6,46,8,2016
1408,CAN_shoreside,0.428,F,7,42,5,2016
1409,CAN_shoreside,0.574,F,6,45,5,2016
1410,CAN_shoreside,0.585,M,8,46,5,2016
1411,CAN_shoreside,0.434,M,6,43,5,2016
1412,CAN_shoreside,0.428,F,6,45,5,2016
1413,CAN_shoreside,0.616,F,6,47,8,2016
1414,CAN_shoreside,0.552,F,6,47,5,2016
1415,CAN_shoreside,0.868,M,15,59,5,2016
1416,CAN_shoreside,0.531,F,6,45,5,2016
1417,CAN_shoreside,0.43,M,6,40,5,2016
1418,CAN_shoreside,0.484,M,8,46,5,2016
1419,CAN_shoreside,0.586,F,6,46,5,2016
1420,CAN_shoreside,1.031,F,15,60,5,2016
1421,CAN_shoreside,0.608,F,6,45,5,2016
1422,CAN_shoreside,0.421,F,4,41,5,2016
1423,CAN_shoreside,0.643,M,10,49,5,2016
1424,CAN_shoreside,1.318,F,13,59,5,2016
1425,CAN_shoreside,0.458,M,7,43,5,2016
1426,CAN_shoreside,0.427,F,6,44,5,2016
1427,CAN_shoreside,0.466,F,6,43,8,2016
1428,CAN_shoreside,0.554,M,5,43,8,2017
1429,CAN_shoreside,0.644,M,9,49,8,2017
1430,CAN_shoreside,0.564,F,7,44,8,2017
1431,CAN_shoreside,0.605,F,7,46,8,2017
1432,CAN_shoreside,0.577,M,9,46,8,2017
1433,CAN_shoreside,0.559,M,9,45,8,2017
1434,CAN_shoreside,0.534,M,7,44,8,2017
1435,CAN_shoreside,0.754,M,7,47,8,2017
1436,CAN_shoreside,0.556,M,7,44,8,2017
1437,CAN_shoreside,0.54,M,7,42,8,2017
1438,CAN_shoreside,0.462,F,6,48,5,2020
1439,CAN_shoreside,0.563,F,6,45,5,2020
1440,CAN_shoreside,0.938,F,10,59,5,2020
1441,CAN_shoreside,0.437,M,4,43,5,2020
1442,CAN_shoreside,0.411,M,6,44,5,2020
1443,CAN_shoreside,0.497,F,6,48,5,2020
1444,CAN_shoreside,0.696,F,6,50,5,2020
1445,CAN_shoreside,0.504,M,6,46,5,2020
1446,CAN_shoreside,0.531,F,4,45,5,2020
1447,CAN_shoreside,0.625,F,6,48,5,2020
1448,CAN_shoreside,0.446,F,4,43,5,2020
1449,CAN_shoreside,0.58,M,11,52,5,2020
1450,CAN_shoreside,0.407,M,6,44,5,2020
1451,CAN_shoreside,0.456,F,3,42,5,2020
1452,CAN_shoreside,0.957,F,14,55,5,2020
1453,CAN_shoreside,0.653,M,10,49,5,2020
1454,CAN_shoreside,0.371,F,7,42,5,2020
1455,CAN_shoreside,0.541,F,6,47,5,2020
1456,CAN_shoreside,0.481,F,7,45,5,2020
1457,CAN_shoreside,0.635,F,10,49,5,2020
1458,CAN_shoreside,0.497,F,6,46,5,2020
1459,CAN_shoreside,0.47,M,3,44,5,2020
1460,CAN_shoreside,0.707,F,8,49,5,2020
1461,CAN_shoreside,0.488,F,6,47,5,2020
1462,CAN_shoreside,0.501,F,10,45,5,2020
1463,CAN_shoreside,0.541,F,6,47,5,2020
1464,CAN_shoreside,0.62,F,11,50,5,2020
1465,CAN_shoreside,0.486,F,3,41,5,2020
1466,CAN_shoreside,0.371,F,4,37,5,2020
1467,CAN_shoreside,0.575,F,10,48,5,2020
1468,CAN_shoreside,0.803,F,11,52,5,2020
1469,CAN_shoreside,0.426,F,3,44,5,2020
1470,CAN_shoreside,0.457,F,4,45,5,2020
1471,CAN_shoreside,0.565,M,6,45,5,2020
1472,CAN_shoreside,0.921,F,10,52,5,2020
1473,CAN_shoreside,0.626,M,7,48,5,2020
1474,CAN_shoreside,0.511,F,10,45,5,2020
1475,CAN_shoreside,0.406,F,6,43,5,2020
1476,CAN_shoreside,0.591,M,6,49,5,2020
1477,CAN_shoreside,0.527,M,12,51,5,2020
1478,CAN_shoreside,0.526,F,6,47,5,2020
1479,CAN_shoreside,0.462,M,4,47,5,2020
1480,CAN_shoreside,0.537,F,7,46,5,2020
1481,CAN_shoreside,0.979,M,11,52,5,2022
1482,CAN_shoreside,1.783,F,11,67,5,2022
1483,CAN_shoreside,1.137,M,7,54,6,2022
1484,CAN_shoreside,0.648,M,7,44,6,2022
1485,CAN_shoreside,1.119,F,7,52,6,2022
1486,CAN_shoreside,1.284,F,6,53,6,2022
1487,CAN_shoreside,0.711,M,13,45,5,2022
1488,CAN_shoreside,0.841,M,8,50,6,2022
1489,CAN_shoreside,1.709,F,8,63,5,2022
1490,CAN_shoreside,1.403,F,11,59,5,2022
1491,CAN_shoreside,1.471,F,11,61,5,2022
1492,CAN_shoreside,0.878,F,5,52,5,2022
1493,CAN_shoreside,1.484,F,12,59,5,2022
1494,CAN_shoreside,0.962,F,6,50,6,2022
1495,CAN_shoreside,0.751,F,7,49,5,2022
1496,CAN_shoreside,0.875,M,6,52,5,2022
1497,CAN_shoreside,0.701,M,5,48,5,2022
1498,CAN_shoreside,0.989,M,6,51,6,2022
1499,CAN_shoreside,0.823,M,6,48,5,2022
1500,CAN_shoreside,0.944,F,6,54,5,2022
1501,CAN_shoreside,0.954,M,8,55,6,2022
1502,CAN_shoreside,1.327,F,10,56,5,2022
1503,CAN_shoreside,1.28,F,14,55,5,2022
1504,CAN_shoreside,1.231,F,12,53,6,2022
1505,CAN_shoreside,1.098,F,10,55,5,2022
1506,CAN_shoreside,0.765,F,9,47,6,2022
1507,CAN_shoreside,1.172,F,10,57,5,2022
1508,CAN_shoreside,0.761,F,5,47,6,2022
1509,CAN_shoreside,1,F,11,51,6,2022
1510,CAN_shoreside,0.904,F,6,54,5,2022
1511,CAN_shoreside,1.339,F,6,55,6,2022
1512,CAN_shoreside,0.938,F,6,50,6,2022
1513,CAN_shoreside,0.966,F,8,50,6,2022
1514,CAN_shoreside,1.024,F,8,53,5,2022
1515,CAN_shoreside,1.012,F,6,52,6,2022
1516,CAN_shoreside,1.456,F,7,58,6,2022
1517,CAN_shoreside,0.908,F,6,50,6,2022
1518,CAN_shoreside,0.901,F,7,51,5,2022
1519,CAN_shoreside,1.05,F,11,55,5,2022
1520,CAN_shoreside,1.121,F,8,55,6,2022
1521,CAN_shoreside,0.806,F,6,48,5,2022
1522,CAN_shoreside,1.123,F,10,55,5,2022
1523,CAN_shoreside,1.093,M,13,55,6,2022
1524,CAN_shoreside,0.994,F,7,51,5,2022
1525,CAN_shoreside,1.938,F,8,64,5,2022
1526,CAN_shoreside,0.95,F,5,54,5,2022
1527,CAN_shoreside,1.416,F,8,58,5,2022
1528,CAN_shoreside,0.706,F,8,47,5,2022
1529,CAN_shoreside,1.141,F,12,54,5,2022
1530,CAN_shoreside,1.134,F,4,54,5,2022
1531,CAN_shoreside,0.9,F,13,48,6,2022
1532,CAN_shoreside,1.185,M,12,52,6,2022
