Source,Weight_kg,Sex,Age_yrs,Length_cm,Month,Year
ATSEA,0.51,F,4,45,5,2014
ATSEA,0.41,M,4,42,5,2014
ATSEA,0.55,M,4,48,5,2014
ATSEA,0.35,M,4,39,5,2014
ATSEA,0.6,F,10,48,5,2014
ATSEA,0.71,F,10,51,5,2014
ATSEA,0.46,F,4,43,5,2014
ATSEA,0.54,F,4,46,5,2014
ATSEA,0.42,M,3,39,5,2014
ATSEA,0.36,F,4,40,5,2014
ATSEA,0.41,F,6,43,5,2014
ATSEA,0.42,M,4,40,5,2014
ATSEA,0.47,F,5,43,5,2014
ATSEA,0.52,F,4,43,5,2014
ATSEA,0.44,M,7,43,5,2014
ATSEA,0.52,F,4,45,5,2014
ATSEA,0.5,F,5,45,5,2014
ATSEA,0.41,M,4,40,5,2014
ATSEA,0.43,M,4,42,5,2014
ATSEA,0.41,F,4,41,5,2014
ATSEA,0.38,M,4,39,5,2014
ATSEA,0.5,M,4,43,5,2014
ATSEA,0.35,F,4,39,5,2014
ATSEA,0.49,F,5,43,5,2014
ATSEA,0.43,F,4,44,5,2014
ATSEA,0.62,M,10,49,5,2014
ATSEA,0.39,M,4,41,5,2014
ATSEA,0.43,F,7,41,5,2014
ATSEA,0.46,F,4,44,5,2014
ATSEA,0.47,M,6,44,5,2014
ATSEA,0.38,F,4,40,5,2014
ATSEA,0.46,F,4,43,5,2014
ATSEA,0.48,F,4,42,5,2014
ATSEA,0.5,F,4,43,5,2014
ATSEA,0.56,M,9,45,5,2014
ATSEA,0.37,F,4,41,5,2014
ATSEA,0.5,F,5,43,5,2014
ATSEA,0.57,M,6,47,5,2014
ATSEA,0.4,M,4,43,5,2014
ATSEA,0.44,M,5,47,5,2014
ATSEA,0.42,M,6,48,5,2014
ATSEA,0.42,M,4,41,5,2014
ATSEA,0.43,M,5,41,5,2014
ATSEA,1.16,F,14,59,5,2014
ATSEA,0.5,F,4,43,5,2014
ATSEA,0.74,F,7,50,5,2014
ATSEA,0.74,F,9,51,5,2014
ATSEA,0.34,M,4,39,5,2014
ATSEA,0.43,F,4,41,5,2014
ATSEA,0.44,F,4,41,5,2014
ATSEA,0.42,F,4,41,5,2014
ATSEA,0.36,M,4,41,5,2014
ATSEA,0.46,M,5,43,5,2014
ATSEA,0.47,F,4,43,5,2014
ATSEA,0.47,M,5,42,5,2014
ATSEA,0.42,M,5,44,5,2014
ATSEA,0.33,M,4,38,5,2014
ATSEA,0.41,M,4,40,5,2014
ATSEA,0.5,M,4,44,5,2014
ATSEA,0.39,F,4,41,5,2014
ATSEA,0.46,M,4,42,5,2014
ATSEA,0.51,M,4,43,5,2014
ATSEA,0.56,F,4,45,5,2014
ATSEA,0.44,M,4,41,5,2014
ATSEA,0.64,M,6,47,5,2014
ATSEA,0.51,M,6,45,5,2014
ATSEA,0.61,M,10,46,5,2014
ATSEA,0.45,F,4,42,5,2014
ATSEA,0.44,F,4,41,5,2014
ATSEA,0.4,F,4,41,5,2014
ATSEA,0.42,F,4,41,5,2014
ATSEA,0.49,M,4,44,5,2014
ATSEA,0.56,M,5,47,5,2014
ATSEA,0.51,F,6,45,5,2014
ATSEA,0.39,M,4,39,5,2014
ATSEA,0.37,M,4,40,5,2014
ATSEA,0.58,M,6,48,5,2014
ATSEA,0.44,M,4,43,5,2014
ATSEA,0.42,M,5,43,5,2014
ATSEA,0.42,F,4,42,5,2014
ATSEA,0.43,M,4,40,5,2014
ATSEA,0.53,F,4,41,5,2014
ATSEA,0.73,F,9,50,5,2014
ATSEA,0.5,M,5,46,5,2014
ATSEA,0.58,M,6,47,5,2014
ATSEA,0.34,F,4,39,5,2014
ATSEA,0.45,F,4,43,5,2014
ATSEA,0.58,F,4,44,5,2014
ATSEA,0.38,M,4,41,5,2014
ATSEA,0.49,M,4,44,5,2014
ATSEA,0.55,M,6,45,5,2014
ATSEA,0.89,F,9,53,5,2014
ATSEA,0.52,M,4,42,5,2014
ATSEA,0.76,M,9,48,5,2014
ATSEA,0.43,F,4,40,5,2014
ATSEA,0.68,F,6,51,5,2014
ATSEA,0.35,M,4,40,5,2014
ATSEA,0.56,M,6,46,5,2014
ATSEA,0.45,M,4,42,5,2014
ATSEA,0.45,M,7,43,5,2014
ATSEA,0.57,M,6,47,5,2014
ATSEA,0.54,M,6,41,5,2014
ATSEA,0.43,M,4,42,5,2014
ATSEA,0.44,M,4,46,5,2014
ATSEA,0.62,F,8,49,5,2014
ATSEA,0.57,F,8,47,5,2014
ATSEA,0.47,M,5,44,5,2014
ATSEA,0.58,M,5,47,5,2014
ATSEA,0.58,F,6,46,5,2014
ATSEA,0.91,F,6,54,5,2014
ATSEA,0.45,M,4,42,5,2014
ATSEA,0.46,F,4,43,5,2014
ATSEA,0.51,F,4,44,5,2014
ATSEA,0.45,F,4,41,5,2014
ATSEA,0.43,F,5,43,5,2014
ATSEA,0.48,F,4,43,5,2014
ATSEA,0.41,M,4,42,5,2014
ATSEA,0.44,M,4,43,5,2014
ATSEA,0.52,M,6,46,5,2014
ATSEA,0.43,M,6,40,5,2014
ATSEA,0.48,M,4,42,5,2014
ATSEA,0.53,M,8,44,5,2014
ATSEA,0.47,F,6,44,5,2014
ATSEA,0.54,F,6,47,5,2014
ATSEA,0.41,M,4,40,5,2014
ATSEA,0.53,M,5,45,5,2014
ATSEA,0.47,F,4,42,5,2014
ATSEA,0.6,F,6,48,5,2014
ATSEA,0.4,M,4,41,5,2014
ATSEA,0.48,M,6,44,5,2014
ATSEA,0.52,F,5,44,5,2014
ATSEA,0.45,M,4,41,5,2014
ATSEA,0.49,M,4,41,5,2014
ATSEA,0.46,M,4,42,5,2014
ATSEA,0.53,M,6,46,5,2014
ATSEA,0.39,F,4,41,5,2014
ATSEA,0.43,F,4,42,5,2014
ATSEA,0.42,F,4,42,5,2014
ATSEA,0.4,F,4,42,5,2014
ATSEA,0.48,F,4,43,5,2014
ATSEA,0.42,M,4,42,5,2014
ATSEA,0.44,M,4,42,5,2014
ATSEA,0.48,F,4,44,5,2014
ATSEA,0.5,M,6,45,5,2014
ATSEA,0.38,F,4,40,5,2014
ATSEA,0.63,F,6,49,5,2014
ATSEA,0.51,M,5,46,5,2014
ATSEA,0.42,F,4,41,5,2014
ATSEA,0.5,F,6,46,5,2014
ATSEA,0.34,M,4,39,5,2014
ATSEA,0.36,M,4,41,5,2014
ATSEA,0.34,F,4,39,5,2014
ATSEA,0.47,F,5,42,5,2014
ATSEA,0.62,M,6,45,5,2014
ATSEA,0.64,M,8,49,5,2014
ATSEA,0.44,M,4,41,5,2014
ATSEA,0.51,F,4,43,5,2014
ATSEA,0.57,F,4,45,5,2014
ATSEA,0.37,M,4,39,5,2014
ATSEA,0.57,M,5,46,5,2014
ATSEA,0.71,F,6,51,5,2014
ATSEA,0.48,M,6,44,5,2014
ATSEA,0.5,M,6,45,5,2014
ATSEA,0.53,F,6,48,5,2014
ATSEA,0.57,M,9,46,5,2014
ATSEA,0.37,F,4,41,5,2014
ATSEA,0.48,F,4,44,5,2014
ATSEA,0.39,F,6,41,5,2014
ATSEA,0.46,F,6,44,5,2014
ATSEA,0.38,M,4,41,5,2014
ATSEA,0.5,F,4,44,5,2014
ATSEA,0.42,M,4,42,5,2014
ATSEA,0.58,M,6,45,5,2014
ATSEA,0.48,F,4,42,5,2014
ATSEA,0.52,F,4,44,5,2014
ATSEA,0.7,F,5,49,5,2014
ATSEA,0.51,F,6,43,5,2014
ATSEA,0.56,F,6,45,5,2014
ATSEA,0.63,M,6,50,5,2014
ATSEA,0.4,M,4,42,5,2014
ATSEA,0.64,M,8,49,5,2014
ATSEA,0.44,F,4,42,5,2014
ATSEA,0.4,M,4,40,5,2014
ATSEA,0.47,M,4,43,5,2014
ATSEA,0.53,M,6,45,5,2014
ATSEA,0.37,M,4,39,5,2014
ATSEA,0.39,M,4,41,5,2014
ATSEA,0.4,F,4,40,5,2014
ATSEA,0.42,M,4,42,5,2014
ATSEA,0.42,F,4,43,5,2014
ATSEA,0.56,F,7,46,5,2014
ATSEA,0.42,M,5,41,5,2014
ATSEA,0.44,M,4,42,5,2014
ATSEA,0.43,F,6,42,5,2014
ATSEA,0.56,M,6,48,5,2014
ATSEA,0.45,F,6,44,5,2014
ATSEA,0.48,F,6,45,5,2014
ATSEA,0.35,M,4,40,5,2014
ATSEA,0.44,M,4,43,5,2014
ATSEA,0.45,M,5,43,5,2014
ATSEA,0.58,F,8,48,5,2014
ATSEA,0.47,M,6,44,5,2014
ATSEA,0.49,M,5,46,5,2014
ATSEA,0.45,F,4,43,5,2014
ATSEA,0.43,F,4,43,5,2014
ATSEA,0.52,F,4,45,5,2014
ATSEA,0.5,M,5,42,5,2014
ATSEA,0.37,F,4,39,5,2014
ATSEA,0.58,F,6,46,5,2014
ATSEA,0.42,M,4,41,5,2014
ATSEA,0.46,F,3,42,5,2014
ATSEA,0.56,F,6,46,5,2014
ATSEA,0.5,F,4,44,5,2014
ATSEA,0.44,M,4,42,5,2014
ATSEA,0.44,M,4,42,5,2014
ATSEA,0.38,M,6,42,5,2014
ATSEA,0.6,M,5,47,5,2014
ATSEA,0.44,F,4,43,5,2014
ATSEA,0.39,M,4,40,5,2014
ATSEA,0.4,F,4,42,5,2014
ATSEA,0.53,F,5,46,5,2014
ATSEA,0.4,M,4,41,5,2014
ATSEA,0.45,M,4,44,5,2014
ATSEA,0.58,M,7,46,5,2014
ATSEA,0.49,M,6,45,5,2014
ATSEA,0.67,M,8,50,5,2014
ATSEA,0.52,F,4,44,5,2014
ATSEA,0.42,F,4,41,5,2014
ATSEA,0.49,F,4,42,5,2014
ATSEA,0.69,F,10,50,5,2014
ATSEA,0.41,M,4,41,5,2014
ATSEA,0.42,M,4,41,5,2014
ATSEA,0.45,M,4,42,5,2014
ATSEA,0.46,M,4,42,5,2014
ATSEA,0.37,F,4,41,5,2014
ATSEA,0.49,F,4,44,5,2014
ATSEA,0.42,F,4,41,5,2014
ATSEA,0.5,M,8,44,5,2014
ATSEA,0.42,M,4,44,5,2014
ATSEA,0.41,M,4,41,5,2014
ATSEA,0.49,F,4,43,5,2014
ATSEA,0.51,M,8,44,5,2014
ATSEA,0.42,M,8,43,5,2014
ATSEA,0.4,F,4,41,5,2014
ATSEA,0.47,F,4,43,5,2014
ATSEA,0.42,M,4,42,5,2014
ATSEA,0.45,F,4,42,5,2014
ATSEA,0.5,F,5,44,5,2014
ATSEA,0.45,M,4,44,5,2014
ATSEA,0.42,F,4,42,5,2014
ATSEA,0.57,F,8,48,5,2014
ATSEA,0.46,M,4,42,5,2014
ATSEA,0.61,M,10,48,5,2014
ATSEA,0.53,F,6,47,5,2014
ATSEA,0.4,F,4,40,5,2014
ATSEA,0.44,F,4,42,5,2014
ATSEA,0.64,M,6,48,5,2014
ATSEA,0.44,M,6,45,5,2014
ATSEA,0.44,M,6,44,5,2014
ATSEA,0.38,F,4,40,5,2014
ATSEA,0.5,M,6,44,5,2014
ATSEA,0.7,F,4,42,5,2014
ATSEA,1.01,F,15,56,5,2014
ATSEA,0.42,F,5,43,5,2014
ATSEA,0.49,F,4,44,5,2014
ATSEA,0.54,M,6,47,5,2014
ATSEA,0.45,M,6,43,5,2014
ATSEA,0.43,F,4,42,5,2014
ATSEA,0.52,F,8,46,5,2014
ATSEA,0.43,M,4,42,5,2014
ATSEA,0.42,F,4,42,5,2014
ATSEA,0.52,F,6,44,5,2014
ATSEA,0.52,M,5,43,5,2014
ATSEA,0.55,M,6,45,5,2014
ATSEA,1.24,F,12,57,5,2014
ATSEA,0.52,M,6,46,5,2014
ATSEA,0.64,M,6,48,5,2014
ATSEA,0.38,M,4,41,5,2014
ATSEA,0.38,M,5,40,5,2014
ATSEA,0.43,M,4,42,5,2014
ATSEA,0.49,F,4,41,5,2014
ATSEA,0.41,M,4,41,5,2014
ATSEA,0.4,F,4,40,5,2014
ATSEA,0.39,F,4,42,5,2014
ATSEA,0.44,M,4,41,5,2014
ATSEA,0.46,M,4,42,5,2014
ATSEA,0.44,F,4,43,5,2014
ATSEA,0.46,F,6,43,5,2014
ATSEA,0.8,F,8,51,5,2014
ATSEA,0.4,M,4,41,5,2014
ATSEA,0.39,F,4,42,5,2014
ATSEA,0.55,M,4,44,5,2014
ATSEA,0.6,M,4,48,5,2014
ATSEA,0.5,F,4,43,5,2014
ATSEA,0.58,F,5,46,5,2014
ATSEA,0.66,F,4,47,5,2014
ATSEA,0.42,M,4,41,5,2014
ATSEA,0.48,M,4,42,5,2014
ATSEA,0.54,M,6,48,5,2014
ATSEA,0.42,M,5,41,5,2014
ATSEA,0.38,F,4,40,5,2014
ATSEA,0.42,F,4,40,5,2014
ATSEA,0.41,M,4,40,5,2014
ATSEA,0.6,M,6,46,5,2014
ATSEA,0.54,F,4,45,5,2014
ATSEA,0.42,M,5,42,5,2014
ATSEA,0.46,M,6,43,5,2014
ATSEA,0.54,F,4,44,5,2014
ATSEA,0.72,M,10,52,5,2014
ATSEA,0.51,F,4,43,5,2014
ATSEA,0.29,F,4,39,5,2014
ATSEA,1.57,F,9,61,5,2014
ATSEA,0.4,M,4,42,5,2014
ATSEA,0.45,M,6,44,5,2014
ATSEA,0.5,M,6,46,5,2014
ATSEA,0.39,F,4,42,5,2014
ATSEA,0.4,M,4,41,5,2014
ATSEA,0.44,M,4,42,5,2014
ATSEA,0.52,M,4,43,5,2014
ATSEA,0.49,M,6,45,5,2014
ATSEA,0.38,F,5,40,5,2014
ATSEA,0.47,F,6,43,5,2014
ATSEA,0.38,F,4,40,5,2014
ATSEA,0.44,F,4,42,5,2014
ATSEA,0.5,F,4,43,5,2014
ATSEA,0.56,M,6,46,5,2014
ATSEA,0.38,F,4,41,5,2014
ATSEA,0.66,F,6,50,5,2014
ATSEA,1.11,F,15,58,5,2014
ATSEA,0.56,M,6,44,5,2014
ATSEA,0.6,M,5,48,5,2014
ATSEA,0.44,F,4,42,5,2014
ATSEA,0.54,F,6,46,5,2014
ATSEA,0.42,M,4,42,5,2014
ATSEA,0.47,F,6,44,5,2014
ATSEA,0.47,M,4,42,5,2014
ATSEA,0.57,M,6,48,5,2014
ATSEA,0.56,M,5,46,5,2014
ATSEA,0.58,M,8,47,5,2014
ATSEA,0.53,F,8,45,5,2014
ATSEA,0.6,M,8,48,5,2014
ATSEA,0.49,F,6,44,5,2014
ATSEA,1.26,F,8,58,5,2014
ATSEA,0.42,M,4,40,5,2014
ATSEA,0.65,M,6,46,5,2014
ATSEA,0.59,M,10,46,5,2014
ATSEA,0.41,M,4,42,5,2014
ATSEA,0.49,M,7,44,5,2014
ATSEA,0.43,F,6,42,5,2014
ATSEA,0.53,M,4,44,5,2014
ATSEA,0.58,M,4,47,5,2014
ATSEA,0.58,M,6,46,5,2014
ATSEA,0.65,F,8,48,5,2014
ATSEA,0.6,F,6,49,5,2014
ATSEA,0.54,M,10,46,5,2014
ATSEA,0.71,M,5,49,5,2014
ATSEA,0.7,M,6,49,5,2014
ATSEA,0.37,F,5,40,5,2014
ATSEA,0.34,F,4,40,5,2014
ATSEA,0.47,F,6,43,5,2014
ATSEA,0.6,M,8,48,5,2014
ATSEA,0.79,M,12,54,5,2014
ATSEA,0.73,F,6,52,5,2014
ATSEA,0.56,M,6,45,5,2014
ATSEA,0.53,F,4,43,5,2014
ATSEA,0.46,M,5,42,5,2014
ATSEA,0.35,F,4,40,5,2014
ATSEA,0.47,F,4,44,5,2014
ATSEA,0.57,F,6,46,5,2014
ATSEA,0.45,M,6,43,5,2014
ATSEA,0.49,M,4,44,5,2014
ATSEA,0.39,M,4,40,5,2014
ATSEA,0.54,F,6,45,5,2014
ATSEA,1.65,F,14,65,5,2014
ATSEA,0.39,M,4,39,5,2014
ATSEA,0.38,M,4,39,5,2014
ATSEA,0.46,M,5,45,5,2014
ATSEA,0.54,M,9,47,5,2014
ATSEA,0.43,F,5,42,5,2014
ATSEA,0.44,F,4,43,5,2014
ATSEA,0.48,M,5,42,5,2014
ATSEA,0.48,M,4,44,5,2014
ATSEA,0.48,F,4,43,5,2014
ATSEA,0.49,M,6,44,5,2014
ATSEA,0.5,M,4,44,5,2014
ATSEA,0.56,M,6,47,5,2014
ATSEA,0.3,M,4,41,5,2014
ATSEA,0.52,M,6,44,5,2014
ATSEA,0.55,F,4,44,5,2014
ATSEA,0.37,M,5,40,5,2014
ATSEA,0.43,F,5,44,5,2014
ATSEA,0.49,F,8,47,5,2014
ATSEA,0.44,F,4,43,5,2014
ATSEA,0.37,M,4,41,5,2014
ATSEA,0.43,M,6,45,5,2014
ATSEA,0.46,F,4,44,5,2014
ATSEA,0.51,M,7,44,5,2014
ATSEA,0.51,M,6,45,5,2014
ATSEA,0.35,M,4,38,5,2014
ATSEA,0.44,M,4,42,5,2014
ATSEA,0.53,F,4,45,5,2014
ATSEA,0.4,F,4,41,5,2014
ATSEA,0.48,F,4,43,5,2014
ATSEA,0.5,F,4,43,5,2014
ATSEA,0.37,M,6,41,5,2014
ATSEA,0.44,M,6,43,5,2014
ATSEA,0.44,M,6,45,5,2014
ATSEA,0.43,M,4,42,5,2014
ATSEA,0.46,F,4,42,5,2014
ATSEA,0.44,F,4,43,5,2014
