"NatM_p_1_Fem_GP_1","SR_LN(R0)","SR_BH_steep","Q_extraSD_2_Acoustic_Survey"
0.175277,14.3183,0.881938,0.251857
0.218569,14.8386,0.683789,0.508086
0.205098,14.5858,0.736423,0.511926
0.250095,14.9657,0.853212,0.42615
0.220172,14.9039,0.705391,0.726828
0.204967,14.905,0.854107,0.40597
0.228061,15.0362,0.744354,0.413185
0.21102,15.0684,0.756899,0.427955
0.252137,15.2411,0.886131,0.378406
0.205964,14.4706,0.853682,0.383402
0.204335,14.7104,0.684732,0.611664
0.263268,15.3329,0.888675,0.323131
0.231266,14.9142,0.709728,0.37763
0.191499,14.5323,0.726065,0.202754
0.213433,14.7419,0.723769,0.448546
0.226563,14.7845,0.778639,0.325949
0.229755,15.1831,0.808285,0.515449
0.228008,14.7853,0.924747,0.325744
0.273207,15.3428,0.901683,0.382363
0.235147,14.9825,0.9201,0.617551
0.251438,15.0068,0.702606,0.394149
0.222133,14.8794,0.793362,0.287129
0.214868,14.854,0.854234,0.37617
0.221727,14.9498,0.812009,0.567334
0.189655,14.64,0.696345,0.310797
0.20402,14.6236,0.901563,0.362351
0.212721,14.8169,0.740844,0.685807
0.250696,15.0834,0.62289,0.324365
0.20652,14.7207,0.953101,0.317081
0.238183,15.1859,0.838875,0.478196
0.191481,14.7332,0.793737,0.343644
0.225285,14.9669,0.746425,0.250091
0.188394,14.455,0.871584,0.286315
0.242833,14.8818,0.860488,0.254948
0.258021,15.3066,0.770793,0.542693
0.206193,14.663,0.750564,0.673181
0.217988,14.7531,0.762516,0.42681
0.227467,14.9514,0.82561,0.395311
0.230018,14.9915,0.916649,0.191794
0.234115,14.9418,0.477968,0.239087
0.232421,15.0796,0.848097,0.458273
0.230273,14.7825,0.900278,0.682617
0.224393,15.0103,0.916879,0.303548
0.23039,15.1486,0.86943,0.673048
0.237772,15.0483,0.781205,0.368236
0.227601,14.8774,0.675149,0.461596
0.24749,14.8402,0.953197,0.292609
0.222853,14.8628,0.770054,0.391638
0.219664,14.6675,0.914895,0.494932
0.208325,14.9218,0.729727,0.615164
0.221423,14.8873,0.74689,0.368377
0.211539,14.681,0.839298,0.236379
0.208994,14.7307,0.895305,0.550309
0.236095,15.0662,0.816061,0.632091
0.196902,14.5698,0.820947,0.412109
0.218554,14.8576,0.812078,0.264728
0.232532,15.0292,0.897339,0.364148
0.198093,14.648,0.717787,0.221663
0.20554,14.5908,0.955945,0.316753
0.273467,15.5347,0.946482,0.34201
0.254454,15.0801,0.617234,0.434565
0.210694,14.6137,0.756735,0.384598
0.207318,14.6604,0.81598,0.480666
0.222142,14.7925,0.842978,0.350714
0.220613,14.7928,0.899391,0.374262
0.232496,15.1531,0.71923,0.491522
0.218832,14.8807,0.916233,0.403419
0.210582,14.6008,0.665366,0.402922
0.228997,14.9629,0.753251,0.685357
0.208046,14.6557,0.951869,0.410884
0.218683,14.9118,0.670682,0.253861
0.238142,14.9249,0.814847,0.318027
0.264941,15.2612,0.6944,0.522111
0.206667,14.6043,0.966291,0.534612
0.231401,15.0483,0.706215,0.409368
0.23683,15.0183,0.912517,0.483374
0.196581,14.536,0.948988,0.357676
0.241531,15.155,0.758255,0.33903
0.197899,14.5621,0.782101,0.398889
0.225646,14.8089,0.973217,0.410052
0.237607,15.1026,0.942806,0.546783
0.243606,15.184,0.656727,0.35989
0.227632,14.9045,0.791324,0.433118
0.241478,15.016,0.855135,0.440948
0.225163,14.8282,0.859839,0.319672
0.220061,14.8542,0.776558,0.364837
0.254736,15.1387,0.961316,0.319393
0.221809,14.7187,0.841178,0.366088
0.198283,14.5422,0.846929,0.258308
0.206118,14.6949,0.893863,0.65866
0.217124,14.8767,0.63173,0.295529
0.238609,14.9919,0.668051,0.286301
0.244912,15.1439,0.611852,0.285677
0.207996,14.7301,0.706789,0.283451
0.245279,15.3706,0.698764,0.380114
0.222143,14.8153,0.903462,0.798868
0.231986,15.0616,0.743321,0.846784
0.214391,14.6965,0.929861,0.400594
0.186465,14.6562,0.80618,0.364026
0.221326,14.9602,0.920957,0.20616
0.210874,14.7108,0.752434,0.337099
0.222661,14.9194,0.743932,0.690851
0.238052,14.8056,0.949661,0.58646
0.246665,15.0455,0.575514,0.373051
0.248642,14.97,0.841084,0.25059
0.255864,15.3899,0.824329,0.436156
0.265418,15.3874,0.812318,0.318154
0.214828,14.8035,0.794906,0.307037
0.222355,14.7948,0.825142,0.484091
0.205516,14.7446,0.798774,0.541093
0.253779,15.2487,0.79332,0.234822
0.226959,15.0671,0.771243,0.290856
0.215258,14.7423,0.829907,0.260366
0.2039,14.5229,0.892423,0.47973
0.226404,15.0137,0.844797,0.354451
0.245601,15.1563,0.764143,0.297943
0.250093,15.0703,0.769198,0.249378
0.221283,14.9611,0.718284,0.492236
0.257162,15.1933,0.962449,0.404472
0.238386,14.8297,0.808548,0.337038
0.18815,14.4275,0.884687,0.329524
0.234745,14.9627,0.89346,0.457533
0.219373,14.9797,0.690245,0.367621
0.203105,14.6566,0.80915,0.504986
0.207992,14.6515,0.872434,0.309955
0.220271,14.7794,0.957294,0.417358
0.227486,14.8234,0.918846,0.460085
0.208043,14.6513,0.89928,0.265703
0.201004,14.7771,0.832599,0.350802
0.215594,14.8037,0.758464,0.239979
0.212289,14.6973,0.918279,0.570854
0.206289,14.7971,0.594682,0.23554
0.248812,15.2264,0.895864,0.657501
0.26031,15.4412,0.658925,0.352604
0.212814,14.7992,0.721811,0.518651
0.198255,14.7015,0.797359,0.249276
0.230533,14.7667,0.855364,0.730828
0.220461,14.7573,0.969914,0.217908
0.212895,14.5495,0.736931,0.427479
0.210286,14.6634,0.853237,0.400653
0.262033,15.3146,0.773455,0.457678
0.247534,15.3623,0.738539,0.46942
0.223348,15.0212,0.868266,0.919547
0.239578,15.0609,0.824464,0.337337
0.225578,14.9085,0.901671,0.480709
0.212261,14.9671,0.794408,0.318374
0.206189,14.8293,0.94071,0.351772
0.226939,15.1114,0.58131,0.318244
0.231514,14.9779,0.799503,0.550695
0.25088,15.2002,0.859481,0.633477
0.216445,14.8957,0.663325,0.301983
0.231296,15.0247,0.906432,0.330247
0.227393,14.8761,0.808543,0.321623
0.20871,14.7366,0.755558,0.245846
0.223548,14.8796,0.618947,0.460155
0.239335,15.0073,0.963518,0.623026
0.269397,15.5366,0.813161,0.548201
0.244776,14.866,0.80255,0.271275
0.223355,14.8992,0.873831,0.442058
0.244613,15.2006,0.861419,0.242136
0.224137,14.8454,0.980727,0.364538
0.195017,14.6269,0.800575,0.313827
0.21258,14.6963,0.75607,0.347417
0.207064,14.7124,0.783176,0.3435
0.245821,15.457,0.553514,0.39054
0.256319,15.3017,0.704615,0.512761
0.227787,15.0108,0.696408,0.320218
0.250785,15.1842,0.906056,0.225437
0.230451,14.9206,0.785302,0.415784
0.195728,14.7412,0.718751,0.449246
0.266309,15.2478,0.794564,0.232671
0.190755,14.6381,0.810089,0.260957
0.211281,14.5836,0.950918,0.358741
0.239473,15.0453,0.788803,0.470051
0.207842,14.7524,0.809628,0.62441
0.229297,14.8305,0.836986,0.353352
0.192548,14.3719,0.828933,0.546663
0.214831,14.736,0.869329,0.263323
0.221895,15.0765,0.706227,0.379433
0.233709,14.9013,0.914031,0.417064
0.229482,14.8824,0.924473,0.743146
0.246488,15.2364,0.745859,0.442223
0.222246,14.835,0.729018,0.413021
0.225786,14.8686,0.84754,0.323032
0.238744,15.2248,0.732564,0.278722
0.230501,15.0327,0.725431,0.26962
0.219428,14.8421,0.811678,0.538013
0.244299,15.1043,0.776115,0.240465
0.188732,14.7618,0.660676,0.518513
0.247081,15.2391,0.751488,0.37998
0.233126,14.9867,0.922047,0.377476
0.223221,14.807,0.690832,0.399501
0.232765,14.9466,0.762689,0.348112
0.208937,14.9504,0.558424,0.446111
0.229837,14.934,0.910177,0.308187
0.218822,14.7683,0.759319,0.344404
0.203519,14.5163,0.834208,0.330784
0.236987,15.0042,0.898436,0.454258
0.218291,14.7979,0.704446,0.418454
0.203578,14.7256,0.772964,0.704426
0.267688,15.4656,0.703733,0.390691
0.247798,15.2959,0.821233,0.27968
0.225371,15.0516,0.771865,0.354273
0.254108,15.3359,0.837772,0.547489
0.223145,14.7737,0.803729,0.26056
0.242706,15.1599,0.820083,0.348587
0.227025,14.7404,0.861085,0.397448
0.258844,15.2135,0.751751,0.28396
0.223245,14.8526,0.878324,0.71575
0.240166,14.989,0.668901,0.310161
0.209433,14.861,0.832998,0.60518
0.231176,14.9904,0.769322,0.570497
0.239524,15.03,0.738528,0.322346
0.193629,14.5941,0.847151,0.29654
0.22102,14.8633,0.871053,0.548059
0.257514,15.186,0.916506,0.281882
0.24458,15.1949,0.79858,0.303027
0.226273,14.8951,0.892408,0.469785
0.237784,15.3296,0.700695,0.499768
0.222901,15.0968,0.616359,0.572317
0.252266,15.1996,0.951329,0.379989
0.291525,15.6288,0.9266,0.352808
0.262945,15.3462,0.959355,0.270694
0.216814,14.7344,0.877271,0.399839
0.236615,15.1497,0.77635,0.328272
0.230663,15.0261,0.875053,0.688449
0.233711,15.159,0.736007,0.563368
0.194443,14.6629,0.693863,0.353967
0.214304,14.7536,0.878173,0.448161
0.20778,14.7346,0.910052,0.54666
0.255964,15.1424,0.759516,0.275445
0.223965,14.8575,0.802783,0.217168
0.213511,14.7982,0.906174,0.466246
0.231845,14.8929,0.716451,0.509147
0.193568,14.3608,0.864962,0.263406
0.197286,14.6867,0.691295,0.501815
0.240172,14.901,0.846618,0.22923
0.211112,14.8401,0.838127,0.314022
0.234551,14.9189,0.866472,0.435847
0.212477,14.7576,0.907824,0.52412
0.193667,14.5718,0.853902,0.324664
0.202962,14.6393,0.931235,0.201148
0.219372,14.8736,0.696006,0.402664
0.213158,14.6963,0.6818,0.441127
0.216819,14.9259,0.741594,0.484623
0.215886,14.7948,0.696941,0.343354
0.233455,14.9612,0.848739,0.354842
0.269273,15.4067,0.598302,0.873804
0.221009,14.9679,0.744428,0.350141
0.207629,14.7542,0.754578,0.159607
0.217866,14.8619,0.804222,0.317496
0.219821,14.7937,0.857092,0.422651
0.256169,15.2066,0.92602,0.372585
0.211992,14.7071,0.891189,0.469527
0.194861,14.3931,0.953067,0.334059
0.216149,14.8994,0.727283,0.351233
0.242699,14.9166,0.848198,0.511856
0.20406,14.8205,0.824425,0.344189
0.227415,14.8195,0.844081,0.333685
0.197775,14.4593,0.926425,0.302727
0.227534,15.0891,0.781511,0.451684
0.235438,14.9807,0.587059,0.524909
0.236496,14.9907,0.7523,0.465151
0.197293,14.6436,0.81695,0.410043
0.220493,14.8624,0.895205,0.546069
0.215126,14.8884,0.686519,0.296688
0.215728,14.895,0.659799,0.221366
0.218227,14.9358,0.791319,0.253965
0.22575,15.0589,0.758666,0.279704
0.211095,14.685,0.91925,0.784323
0.243544,15.2556,0.865014,0.265273
0.20604,14.78,0.883086,0.203909
0.237256,14.8863,0.888783,0.308023
0.255445,15.3964,0.844133,0.276891
0.245273,15.107,0.734149,0.374438
0.228635,14.6188,0.889346,0.348279
0.205073,14.8204,0.902176,0.642001
0.222987,15.0176,0.786449,0.398468
0.265381,15.3266,0.912101,0.470419
0.199692,14.82,0.629071,0.857566
0.19229,14.4409,0.864632,0.344909
0.263119,15.3752,0.716042,0.346625
0.239177,15.1052,0.859793,0.328552
0.227334,14.859,0.838571,0.586092
0.179318,14.3572,0.88199,0.344271
0.19684,14.7208,0.786695,0.232229
0.224414,14.9706,0.812852,0.465
0.211007,14.9484,0.507337,0.52937
0.238691,15.0389,0.808346,0.429997
0.193009,14.6887,0.929769,0.352205
0.266409,15.5801,0.563546,0.506779
0.21253,14.8146,0.847121,0.264473
0.217625,14.844,0.8596,0.310881
0.23525,15.009,0.868963,0.310607
0.231047,14.8435,0.82027,0.421012
0.198803,14.5457,0.883708,0.382458
0.185597,14.4557,0.928159,0.524447
0.209618,14.8951,0.885338,0.469449
0.213459,14.6195,0.798333,0.42747
0.196132,14.6106,0.752506,0.40813
0.241677,14.8539,0.895383,0.302601
0.234807,15.0331,0.547322,0.216181
0.187628,14.3071,0.930006,0.337955
0.217104,14.8036,0.798517,0.447184
0.211796,14.9271,0.860979,0.288627
0.22648,14.9445,0.739747,0.411027
0.197894,14.5815,0.856025,0.473102
0.226915,14.8253,0.894828,0.414109
0.243097,14.9952,0.851759,0.360528
0.245653,15.1996,0.803867,0.409194
0.223079,14.6687,0.932519,0.357707
0.225933,14.945,0.817284,0.568051
0.253581,15.227,0.780048,0.451358
0.203078,14.7034,0.925961,0.268355
