"NatM_p_1_Fem_GP_1","SR_LN(R0)","SR_BH_steep","Q_extraSD_2_Acoustic_Survey"
0.192562,14.5308,0.941598,0.232706
0.248231,14.911,0.782311,0.283076
0.238014,14.7535,0.860007,0.492328
0.23021,14.9074,0.850424,0.342817
0.232137,14.9238,0.871411,0.483751
0.226149,14.9166,0.884719,0.463694
0.236421,15.01,0.922767,0.397623
0.211712,14.7304,0.925412,0.500265
0.238515,15.098,0.908871,0.315834
0.192056,14.4771,0.922413,0.337249
0.219818,14.7407,0.886695,0.271343
0.215338,14.8409,0.638019,0.28939
0.244205,15.0352,0.811128,0.345988
0.202976,14.6276,0.707215,0.229491
0.253741,15.3444,0.636175,0.305919
0.264157,15.5455,0.667965,0.28691
0.220968,14.6964,0.873752,0.398073
0.235585,14.97,0.59806,0.635776
0.184676,14.396,0.80314,0.395555
0.234009,15.0736,0.818363,0.436458
0.230938,14.9841,0.882368,0.364959
0.226586,15.2038,0.669389,0.415607
0.22455,14.9933,0.59441,0.311567
0.221856,14.9097,0.826908,0.482027
0.187086,14.7798,0.676974,0.319904
0.239585,15.2508,0.690051,0.397563
0.224601,14.8484,0.614886,0.259613
0.216656,14.7633,0.872456,0.369213
0.220143,14.9566,0.788538,0.287128
0.215861,14.787,0.876376,0.291676
0.202418,14.6734,0.934524,0.229551
0.243883,15.0745,0.857543,0.589917
0.217324,14.8642,0.797078,0.204195
0.237282,14.938,0.833099,0.551346
0.224223,14.8537,0.847494,0.344793
0.215467,14.6676,0.668085,0.241891
0.225761,14.8406,0.922359,0.396387
0.238711,14.9491,0.894967,0.418186
0.202398,14.961,0.679937,0.328707
0.235066,14.9999,0.658137,0.304017
0.235949,14.8014,0.933555,0.505733
0.196062,14.5556,0.675112,0.313218
0.245474,15.1133,0.825977,0.471349
0.214929,14.7787,0.786709,0.307985
0.246433,15.3415,0.555624,0.292551
0.24965,15.2896,0.724724,0.618123
0.239059,15.042,0.758117,0.462065
0.214901,14.6737,0.823402,0.534299
0.18851,14.3906,0.911351,0.25974
0.231693,14.9679,0.67438,0.323145
0.209176,14.5954,0.893751,0.228908
0.221034,14.8329,0.773141,0.25066
0.203432,14.6606,0.856391,0.639096
0.216597,14.9899,0.650968,0.368061
0.239802,14.9507,0.896862,0.470346
0.193594,14.7238,0.749218,0.613336
0.198991,14.5599,0.864128,0.424266
0.224382,14.9775,0.797771,0.51014
0.241135,15.1941,0.75762,0.405808
0.200267,14.7478,0.865387,0.291708
0.240501,15.0821,0.833879,0.299596
0.254929,15.138,0.953931,0.557126
0.259572,15.1403,0.730255,0.304972
0.256011,15.0867,0.740846,0.187567
0.207259,14.6279,0.946652,0.505244
0.232848,15.0107,0.775415,0.371217
0.236096,15.0517,0.816522,0.435854
0.215278,14.9301,0.595013,0.294619
0.22083,14.9961,0.750703,0.400236
0.218774,14.9185,0.803829,0.310099
0.208413,14.6097,0.560101,0.286398
0.209391,14.6408,0.885466,0.510873
0.239277,14.898,0.942795,0.375377
0.200884,14.6129,0.932232,0.2321
0.176353,14.2391,0.909168,0.637805
0.234135,15.0548,0.880241,0.409005
0.196651,14.6255,0.960372,0.234787
0.218314,14.7217,0.872283,0.364076
0.230504,15.013,0.812011,0.503924
0.231774,14.9967,0.686416,0.287215
0.208632,14.8465,0.843477,0.691171
0.247561,15.0567,0.831799,0.221043
0.219974,14.7803,0.725579,0.359237
0.201071,14.7703,0.818378,0.291667
0.231653,15.0363,0.846777,0.429772
0.226746,15.0135,0.956637,0.349992
0.211559,14.8725,0.875347,0.252197
0.26603,15.223,0.709794,0.333224
0.209141,14.6923,0.769615,0.38379
0.227597,14.8256,0.877209,0.673352
0.158547,14.2543,0.876389,0.325533
0.234641,14.9751,0.568047,0.412303
0.214992,14.5566,0.822588,0.457327
0.252724,15.2316,0.8448,0.495847
0.225482,14.9281,0.887065,0.709869
0.207513,14.6185,0.831788,0.481592
0.232739,14.9114,0.861541,0.7194
0.231717,15.2177,0.790684,0.500667
0.240475,15.177,0.881005,0.392966
0.175433,14.4741,0.888382,0.285612
0.224011,14.8099,0.860193,0.384821
0.221968,14.8607,0.93438,0.278442
0.234541,14.9883,0.841038,0.173335
0.195963,14.517,0.844093,0.254666
0.201341,14.8055,0.906643,0.658885
0.235756,15.1619,0.757434,0.481782
0.210128,14.7079,0.697129,0.42687
0.208045,14.8822,0.495267,0.233949
0.201196,14.8037,0.848898,0.380881
0.208295,14.8654,0.902661,0.287715
0.231936,15.018,0.692754,0.273004
0.202575,14.5859,0.778329,0.255891
0.189205,14.515,0.899183,0.64705
0.201789,14.8833,0.682723,0.393227
0.225579,14.8654,0.794719,0.401357
0.22076,14.8665,0.631004,0.352102
0.233217,14.9672,0.613334,0.279496
0.193348,14.5569,0.788694,0.342042
0.215056,15.028,0.726685,0.338499
0.218281,14.6706,0.927276,0.375947
0.225219,14.7253,0.806026,0.260072
0.202518,14.4935,0.76214,0.482496
0.225325,14.6864,0.798222,0.366571
0.220061,14.8693,0.759785,0.559219
0.218237,14.6394,0.769641,0.282152
0.216228,14.8328,0.912626,0.553462
0.201099,14.7254,0.816625,0.319295
0.234979,14.9398,0.722401,0.553064
0.249123,15.1014,0.715276,0.518854
0.218277,14.7816,0.93383,0.580784
0.223216,14.7897,0.878823,0.385269
0.221388,14.82,0.860699,0.421944
0.229207,14.6809,0.816718,0.291764
0.22887,15.0642,0.833439,0.445969
0.208946,14.7259,0.680607,0.343488
0.246482,15.0951,0.68795,0.520598
0.23009,15.0791,0.879627,0.427492
0.224477,14.836,0.738374,0.26651
0.180489,14.3813,0.790616,0.382074
0.210139,14.8423,0.917676,0.289851
0.200134,14.7171,0.750532,0.365573
0.244277,15.1865,0.813816,0.441639
0.214063,14.7929,0.873519,0.298851
0.239475,14.9144,0.784027,0.424358
0.185969,14.5761,0.619416,0.391775
0.189825,14.4893,0.870408,0.351696
0.222388,14.7653,0.908173,0.283246
0.23194,14.9881,0.667574,0.522432
0.214442,14.7966,0.84579,0.421134
0.205485,14.7883,0.777799,0.453487
0.227664,15.2887,0.523565,0.397505
0.228148,14.9909,0.833603,0.303435
0.220142,14.8453,0.771716,0.314941
0.215165,14.9427,0.682703,0.478998
0.182613,14.7497,0.631134,0.303582
0.209878,14.7513,0.781531,0.302641
0.265023,15.4673,0.589359,0.463122
0.232835,14.9301,0.822985,0.407581
0.217943,14.6204,0.799001,0.695735
0.192609,14.4812,0.911821,0.32586
0.238038,14.998,0.788574,0.384832
0.231676,14.9701,0.769053,0.446205
0.197728,14.7567,0.851078,0.30998
0.200935,14.8455,0.698671,0.501788
0.238937,15.0553,0.817775,0.294298
0.235421,15.1084,0.851405,0.329243
0.214759,14.9287,0.8416,0.375704
0.195457,14.6847,0.904425,0.376175
0.20174,14.4538,0.73191,0.450293
0.202385,14.5752,0.820011,0.291671
0.229066,14.9459,0.669649,0.276178
0.217199,14.873,0.860199,0.393929
0.200884,14.9179,0.689246,0.328495
0.217558,14.9734,0.86148,0.525412
0.209696,14.8366,0.860229,0.20675
0.206818,14.8105,0.753628,0.353812
0.196203,14.6834,0.818226,0.256056
0.197689,14.7759,0.748667,0.276369
0.227172,14.6485,0.913665,0.573216
0.236577,14.8536,0.886834,0.214161
0.227324,15.0475,0.883613,0.319979
0.211646,14.7897,0.791493,0.674123
0.208895,14.8776,0.776448,0.438655
0.238339,15.0383,0.89605,0.24685
0.264487,15.4369,0.780432,0.357491
0.207438,14.6252,0.912091,0.327123
0.227037,14.8494,0.786671,0.230641
0.225878,14.8868,0.886466,0.352735
0.211319,14.6887,0.945012,0.434579
0.170591,14.3482,0.863062,0.286349
0.224867,14.6478,0.859701,0.345747
0.216028,14.6583,0.858571,0.405874
0.222384,14.8336,0.826832,0.346321
0.203413,14.6,0.689705,0.529452
0.195181,14.3352,0.893719,0.313281
0.228315,14.9694,0.750621,0.158921
0.223568,14.8319,0.746072,0.42264
0.248294,15.2378,0.872471,0.3791
0.222061,14.9561,0.955924,0.935719
0.221477,14.8232,0.890439,0.346926
0.224939,14.9257,0.912234,0.501588
0.241655,15.148,0.896289,0.561856
0.201911,14.6132,0.912721,0.337361
0.238522,14.9566,0.919067,0.277037
0.217029,14.8336,0.690243,0.602027
0.216703,14.6191,0.815616,0.256424
0.214805,14.9234,0.717325,0.418719
0.231725,14.9118,0.783161,0.447326
0.229794,14.8802,0.93313,0.435731
0.227361,14.9284,0.781312,0.335795
0.212323,14.9902,0.702401,0.455194
0.174478,14.3362,0.96296,0.354578
0.249343,15.076,0.726475,0.363884
0.218931,14.8884,0.822418,0.396473
0.237894,14.9158,0.63844,0.426798
0.24869,15.1189,0.820572,0.309996
0.257074,15.1446,0.929219,0.489809
0.238148,15.0541,0.814516,0.583252
0.258743,15.433,0.625831,0.329564
0.225158,15.0299,0.805768,0.287892
0.217952,14.9084,0.806961,0.548085
0.210386,14.8481,0.719691,0.578569
0.223164,14.9308,0.865607,0.377794
0.176261,14.5115,0.69968,0.2366
0.193157,14.7184,0.83729,0.312911
0.24253,15.19,0.782383,0.340977
0.238424,15.0912,0.732555,0.492598
0.190433,14.4913,0.803226,0.869357
0.211843,14.8365,0.935494,0.349654
0.218944,14.8016,0.791701,0.436992
0.212838,14.8973,0.64009,0.328882
0.257252,15.2466,0.901506,0.350757
0.215343,14.6756,0.752506,0.525304
0.213289,14.677,0.901744,0.607557
0.226156,14.8099,0.930018,0.499508
0.213769,14.7475,0.975124,0.400642
0.208773,14.6727,0.872544,0.299321
0.226957,14.8842,0.792436,0.822121
0.253965,15.1342,0.710721,0.341045
0.211651,14.6441,0.86909,0.298013
0.213346,14.7703,0.940417,0.307005
0.262344,15.1388,0.794699,0.37508
0.189269,14.5535,0.712613,0.213369
0.223594,14.7825,0.775152,0.364082
0.225687,14.8515,0.715737,0.348566
0.204203,14.9162,0.608974,0.306624
0.231231,15.0064,0.871116,0.556029
0.271183,15.3138,0.819862,0.263736
0.192505,14.606,0.696518,0.532406
0.230505,14.8904,0.925078,0.475755
0.266641,15.3629,0.707617,0.328321
0.189088,14.6794,0.818086,0.246346
0.207116,14.8468,0.786294,0.612456
0.239127,15.1096,0.831769,0.621884
0.208744,14.5551,0.897565,0.370277
0.191385,14.4383,0.956121,0.433491
0.22793,14.6549,0.791533,0.399401
0.177696,14.4665,0.906553,0.245942
0.211857,14.9444,0.673051,0.227252
0.224833,14.9361,0.76051,0.345405
0.222938,14.691,0.947558,0.290991
0.195575,14.6738,0.896766,0.36091
0.207739,14.665,0.930536,0.211475
0.21904,14.8822,0.843527,0.463435
0.226096,14.9131,0.770828,0.251356
0.204426,14.5757,0.855992,0.401062
0.229545,14.9886,0.684754,0.201417
0.220795,15,0.818653,0.199366
0.258249,15.2396,0.68228,0.261832
0.193719,14.5842,0.978506,0.3982
0.22451,14.9506,0.848379,0.476678
0.249152,15.0523,0.620161,0.308608
0.2254,14.8141,0.773799,0.347439
0.187059,14.4657,0.930204,0.428954
0.219806,14.7354,0.817454,0.446198
0.196045,14.7118,0.945109,0.36291
0.210954,14.7862,0.76188,0.34852
0.246951,15.1919,0.909001,0.53173
0.214753,14.8901,0.758754,0.439547
0.188444,14.4929,0.87355,0.200486
0.221712,14.7362,0.932519,0.18581
0.204575,14.6655,0.880817,0.367344
0.212017,14.8473,0.824542,0.420311
0.222225,14.9848,0.723391,0.569629
0.223571,14.7596,0.953378,0.584099
0.236177,15.0423,0.889407,0.577099
0.194829,14.5684,0.856709,0.381024
0.193119,14.6749,0.930851,0.213823
0.24443,15.0064,0.779981,0.339116
0.207199,14.6671,0.618185,0.576143
0.243774,15.0863,0.873592,0.445526
0.256489,15.0094,0.921564,0.284633
0.273028,15.3598,0.886421,0.537854
0.25172,15.114,0.889585,0.352819
0.246323,15.3206,0.803174,0.476326
0.216412,14.6103,0.990974,0.431708
0.250577,15.3677,0.687387,0.280076
0.223337,14.9316,0.625955,0.605964
0.201265,14.7585,0.766997,0.48765
0.224155,14.8606,0.758794,0.410459
0.238825,15.1572,0.934518,0.614648
0.207323,14.6786,0.701409,0.25826
0.239503,15.1221,0.855846,0.349417
0.237978,15.0192,0.908222,0.331916
0.209154,14.7896,0.764207,0.284325
0.230292,14.946,0.830717,0.64483
0.209496,14.7889,0.793571,0.504199
0.201788,14.4609,0.686189,0.53602
0.218089,15.0269,0.766133,0.374366
0.212603,14.9537,0.801869,0.329946
0.223112,14.8327,0.855119,0.273195
0.246539,14.9539,0.876128,0.515023
0.218984,14.7581,0.807545,0.402602
0.201935,14.5809,0.706935,0.482577
0.25341,15.3844,0.759354,0.38157
0.23688,15.2054,0.703802,0.258567
0.229165,15.0508,0.885921,0.718634
0.226157,14.9118,0.857028,0.371994
0.207247,14.7552,0.874931,0.3006
0.219589,14.6599,0.865614,0.453863
0.21542,14.7381,0.870747,0.334463
0.237966,14.8853,0.932668,0.463699
0.202379,14.6943,0.707148,0.38646
0.212428,14.8404,0.924496,0.352841
0.223577,14.9611,0.814758,0.300931
0.233406,14.8937,0.813875,0.672173
0.213007,14.7879,0.752409,0.279411
0.208347,14.6497,0.878064,0.285112
0.218792,14.9886,0.655271,0.279475
0.240797,15.085,0.815435,0.39248
0.212636,14.626,0.889893,0.348369
0.254203,15.2211,0.787157,0.343525
0.192606,14.4978,0.819856,0.36737
0.243436,15.1015,0.66479,0.452164
0.233273,15.0196,0.759378,0.578423
0.266088,15.4074,0.703603,0.319944
0.213547,14.6758,0.593472,0.321008
0.188537,14.5517,0.831844,0.187136
0.21054,14.7585,0.768687,0.370195
0.241007,15.0339,0.67296,0.47978
0.240834,15.0013,0.916008,0.274196
0.20781,14.766,0.816654,0.348708
0.214119,14.7824,0.915911,0.388206
0.247123,15.1828,0.894933,0.731482
0.213557,14.8976,0.837021,0.313381
0.213135,14.7688,0.891922,0.576816
0.252735,15.1659,0.86938,0.270827
0.230817,14.8449,0.970624,0.216348
0.235091,15.0359,0.758784,0.375119
0.207544,14.7719,0.827053,0.459088
0.271883,15.5531,0.898221,0.251426
0.216268,14.7507,0.925073,0.375866
0.241717,15.0411,0.713093,0.256908
0.225859,14.9552,0.761971,0.300921
0.203298,14.6161,0.920547,0.443767
0.220453,14.8881,0.615957,0.21552
0.207113,14.628,0.92489,0.47903
0.203413,14.5349,0.95401,0.185351
0.228636,15.0612,0.600886,0.328782
0.237698,15.1869,0.66772,0.306619
0.238138,15.0165,0.857753,0.365333
0.22715,15.0422,0.822107,0.457723
0.254587,15.2524,0.89768,0.277017
0.223785,14.889,0.92878,0.965018
0.209409,14.6666,0.933837,0.543671
0.211609,14.7795,0.828327,0.371125
0.25328,15.1503,0.786485,0.260763
0.245474,15.1472,0.812286,0.20568
0.237243,15.0409,0.901012,0.515476
0.189055,14.6482,0.770474,0.396182
0.234351,15.1808,0.674194,0.491713
0.228007,14.6538,0.715693,0.605176
0.220166,14.7668,0.748939,0.894355
0.224948,14.8132,0.78724,0.612263
0.217802,14.874,0.669918,0.227386
0.218156,14.9402,0.838323,0.433207
0.236703,14.9333,0.848218,0.376682
0.218813,14.8486,0.780382,0.234889
0.215001,14.7904,0.791806,0.255326
0.247304,15.2995,0.737338,0.391632
0.234503,15.0413,0.7489,0.416188
0.229657,14.7557,0.859883,0.315907
0.199435,14.6268,0.798834,0.391245
0.202957,14.6125,0.758253,0.46489
0.200422,14.6627,0.851129,0.609492
0.232636,14.955,0.747511,0.589402
0.239729,14.9812,0.914525,0.230795
0.217116,14.7846,0.920607,0.264243
0.24201,15.0508,0.774396,0.311261
0.19942,14.6915,0.801543,0.224086
0.190292,14.7038,0.672146,0.400976
0.228232,14.9261,0.917202,0.43446
0.261623,15.541,0.664942,0.25107
0.218167,15.3122,0.497419,0.270646
0.221069,15.2149,0.470328,0.225693
0.211079,14.9057,0.821134,0.464314
0.214997,14.6148,0.925189,0.437166
0.221165,14.8504,0.853928,0.371171
0.244106,15.1059,0.738677,0.27164
0.233215,15.1471,0.639708,0.263809
0.211382,14.7487,0.956087,0.348803
0.216334,14.7793,0.903665,0.216661
0.238621,14.9899,0.845541,0.242067
0.221488,14.7832,0.842005,0.297147
0.245392,15.0522,0.774508,0.430292
0.208366,14.7163,0.932715,0.49727
0.206728,14.4873,0.740717,0.370067
0.242391,15.0476,0.603592,0.354105
0.211743,14.8184,0.66342,0.466203
0.247936,15.1691,0.930229,0.270347
0.238624,14.822,0.73608,0.382138
0.214515,14.8031,0.849064,0.75968
0.237895,15.1921,0.542971,0.393175
0.185008,14.3138,0.95759,0.423422
0.235048,14.9961,0.799101,0.383861
0.242404,14.9675,0.815403,0.19722
0.198408,14.6582,0.88157,0.534176
0.239124,14.9761,0.692079,0.317127
0.237753,15.0946,0.831981,0.243395
0.243516,15.1655,0.90872,0.249771
0.223323,14.9513,0.846805,0.373391
0.205468,14.7131,0.853508,0.332316
0.208465,14.7754,0.752223,0.250288
0.18252,14.5297,0.764564,0.430804
0.226804,15.0533,0.922367,0.315207
0.22767,14.9085,0.866725,0.465697
0.235886,15.0074,0.8814,0.14306
0.240766,14.9543,0.808111,0.456176
0.220013,14.9414,0.913791,0.674523
0.208508,14.7295,0.904778,0.389287
0.168806,14.5343,0.832306,0.353465
0.238614,14.9623,0.858659,0.573643
0.202592,14.8931,0.701351,0.396113
0.210408,14.5786,0.763349,0.192146
0.2059,14.6891,0.758227,0.180998
0.200719,14.7728,0.785579,0.270368
0.178259,14.5764,0.809067,0.536008
0.223864,14.922,0.730745,0.318136
0.212892,14.7468,0.877276,0.347491
0.218108,14.8422,0.813866,0.34532
0.224402,14.8662,0.832073,0.585899
0.241698,15.1013,0.883078,0.517339
0.215592,14.7961,0.886504,0.61946
0.221237,14.6941,0.794224,0.356572
0.209516,14.7807,0.774359,0.389274
0.281107,15.5532,0.792857,0.250356
0.252073,15.378,0.631142,0.260365
0.236793,15.0883,0.881851,0.515922
0.223684,15.1718,0.787944,0.434843
0.245248,15.1578,0.702518,0.500717
0.245525,15.1113,0.837138,0.232112
0.244973,14.8533,0.883854,0.320244
0.207933,14.809,0.762944,0.383728
0.23664,14.7989,0.891938,0.596703
0.250298,15.1611,0.691195,0.453281
0.246606,14.975,0.824384,0.544094
0.23672,15.126,0.74441,0.354605
0.23265,14.7085,0.752181,0.413808
0.202571,14.4682,0.919759,0.443109
0.23199,15.0485,0.593508,0.262434
0.210219,14.6123,0.778924,0.451717
0.210786,14.9448,0.82135,0.538834
0.216628,14.7149,0.852756,0.488876
0.167969,14.5057,0.856018,0.323817
0.218056,14.6679,0.808863,0.476867
0.225195,14.8295,0.947473,0.589694
0.221222,14.925,0.850841,0.303011
0.231108,14.8236,0.68837,0.286499
0.246055,15.209,0.771836,0.315564
0.199457,14.6147,0.805908,0.347747
0.214553,14.7842,0.791211,0.323116
0.212222,14.9231,0.705722,0.484991
0.23725,15.0998,0.702021,0.376715
0.228254,14.7794,0.850145,0.422393
0.25262,15.2502,0.721241,0.227135
0.246836,15.3607,0.818746,0.37541
0.222015,14.9906,0.846306,0.27042
0.234217,14.9491,0.799171,0.669917
0.212324,14.6651,0.836443,0.281133
0.225316,14.862,0.965349,0.326136
0.222733,14.8818,0.846222,0.421913
0.271809,15.3043,0.940402,0.446168
0.2217,14.8811,0.930166,0.302778
0.240019,14.9637,0.778166,0.484126
0.236794,14.949,0.796788,0.475115
0.244851,15.098,0.807655,0.380397
0.229802,15.1359,0.756873,0.332403
0.23515,15.2496,0.723842,0.766726
0.197972,14.6816,0.667178,0.267981
0.216519,14.527,0.741101,0.301373
0.208645,15.0459,0.593306,0.603661
0.273143,15.4384,0.842545,0.491636
0.235196,15.0461,0.85072,0.449024
0.27106,15.2611,0.588526,0.438932
0.234546,15.1579,0.733614,0.775768
0.25197,15.1878,0.876008,0.993073
0.242319,15.0639,0.750354,0.74529
0.20617,14.6065,0.726604,0.210261
0.225171,14.9289,0.925586,0.454795
0.231987,14.8906,0.861319,0.218151
0.226944,15.0291,0.94253,0.510365
0.235259,14.7276,0.900626,0.467518
0.20936,14.957,0.751073,0.245986
0.225731,14.9666,0.598118,0.269174
0.215112,14.7453,0.749872,0.229772
0.203961,14.8164,0.879661,0.294317
0.213958,14.7696,0.928968,0.308417
0.181594,14.5533,0.741437,0.517712
0.193745,14.6958,0.709533,0.352549
0.205301,14.6994,0.899187,0.344031
0.214762,14.6114,0.838322,0.341817
0.202823,14.7874,0.7369,0.298776
0.232462,15.0313,0.89819,0.294073
0.205708,14.6473,0.917092,0.375473
0.209073,14.7093,0.753962,0.316256
0.227928,14.9123,0.82418,0.575492
0.232889,15.0392,0.840545,0.862587
0.213546,14.6303,0.938167,0.249575
0.203855,14.7649,0.759854,0.622214
0.232853,14.9601,0.871372,0.321507
0.204245,14.6705,0.954907,0.411529
0.204726,14.7369,0.767776,0.288251
0.212603,14.6235,0.838346,0.719029
0.242769,15.2346,0.913136,0.413589
0.251717,15.3237,0.759609,0.518719
0.196623,14.4928,0.834837,0.252563
0.222144,14.7384,0.747379,0.704201
0.25109,15.1283,0.615468,0.297476
0.220526,14.9944,0.820133,0.349641
0.244592,15.0884,0.773047,0.218602
0.228982,14.8908,0.789774,0.347376
0.210139,14.7884,0.879833,0.350674
0.223032,14.9654,0.869183,0.212093
0.201927,14.7185,0.851372,0.25204
0.22009,14.7691,0.878884,0.40779
0.197728,14.7805,0.822858,0.26051
0.24416,15.0893,0.774263,0.477597
0.238184,15.0458,0.770068,0.375918
0.214594,14.8801,0.83146,0.455263
0.1912,14.6885,0.87497,0.381276
0.219589,14.9528,0.79887,0.670642
0.219505,14.9494,0.971808,0.430542
0.2192,14.9743,0.721784,0.458692
0.253847,15.239,0.755187,0.364158
0.223718,14.987,0.789005,0.358492
0.272481,15.4074,0.908398,0.259985
0.215403,14.8692,0.810927,0.191638
0.204174,14.6992,0.680509,0.392016
0.25766,15.2248,0.852787,0.441955
0.245436,15.0251,0.877073,0.373235
0.234512,14.9698,0.864359,0.302066
0.256872,15.4184,0.787786,0.529817
0.235978,14.8426,0.783603,0.539887
0.210189,14.6944,0.909992,0.805211
0.19644,14.6386,0.739153,0.362708
0.183846,14.5584,0.82056,0.423631
0.205619,14.5829,0.893372,0.576649
0.224378,15.0086,0.537276,0.354729
0.231684,15.1376,0.735282,0.569587
0.221006,15.0368,0.801927,0.834673
0.222279,14.8068,0.896918,0.207442
0.224345,14.7,0.721422,0.271275
0.263232,15.3395,0.512191,0.360747
0.194724,14.6091,0.759913,0.504132
0.209558,14.6536,0.91856,0.31172
0.19195,14.4786,0.604658,0.247177
0.203904,14.717,0.806838,0.944213
0.183212,14.6881,0.720782,0.346959
0.195199,14.4971,0.893592,0.415078
0.217223,14.7722,0.696337,0.304818
0.220346,14.991,0.734936,0.718967
0.249862,14.871,0.939607,0.45494
0.211004,14.8832,0.732632,0.326426
0.232294,14.7772,0.927723,0.496151
0.227899,14.5929,0.9012,0.254472
0.226512,14.9058,0.774791,0.382718
0.244004,15.3715,0.851744,0.339726
0.242879,15.2111,0.66642,0.720553
0.226274,14.9242,0.857152,0.371079
0.207488,14.8422,0.865675,0.323195
0.17192,14.569,0.685544,0.472728
0.23699,14.8753,0.791611,0.636837
0.228541,15.0637,0.904822,0.229913
0.260333,15.2529,0.938287,0.416809
0.230075,15.0013,0.776875,0.43227
0.221994,14.9539,0.903005,0.313566
0.246741,15.5554,0.815638,0.592486
0.24658,15.2075,0.802457,0.464379
0.191202,14.7012,0.632001,0.490336
0.214155,14.7317,0.866757,0.289375
0.213361,14.7301,0.892967,0.239393
0.216505,14.9026,0.812455,0.409282
0.222258,14.8377,0.856279,0.439403
0.240179,15.1778,0.883282,0.340821
0.253566,15.3714,0.802637,0.342991
0.260534,15.317,0.729772,0.85935
0.214172,14.5447,0.823797,0.393951
0.2282,14.7873,0.879038,0.451084
0.221068,14.8192,0.669643,0.47568
0.23888,15.062,0.757163,0.338152
0.238156,14.9936,0.860382,0.423203
0.237196,15.2301,0.545662,0.429594
0.219701,14.9176,0.83117,0.666659
0.236556,14.876,0.812794,0.384218
0.23697,15.0059,0.785376,0.463346
0.240782,15.1286,0.835414,0.384561
0.228524,15.004,0.99152,0.31089
0.22374,14.8811,0.763805,0.481527
0.236036,14.8181,0.798252,0.312347
0.186633,14.4019,0.821821,0.323696
0.192626,14.6058,0.92505,0.282504
0.195654,14.4678,0.803981,0.333541
0.209633,14.8638,0.900896,0.61475
0.242335,15.0685,0.917692,0.630747
0.189644,14.4227,0.815519,0.327639
0.268478,15.2188,0.900524,0.32368
0.207466,14.6054,0.930603,0.372477
0.23545,15.0365,0.850637,0.756828
0.214398,14.9404,0.844165,1.00144
0.188302,14.6697,0.826887,0.752963
0.232118,14.8321,0.690021,0.404822
0.222983,14.8049,0.766379,0.317076
0.224106,14.7894,0.9081,0.447585
0.230468,14.8389,0.90426,0.414688
0.217024,14.73,0.865282,0.333045
0.204631,14.7285,0.815111,0.282651
0.224166,14.7949,0.75508,0.429826
0.230793,14.8365,0.896478,0.473027
0.253413,15.1449,0.831844,0.472053
0.20583,14.8083,0.73319,0.467574
0.202446,14.5451,0.817233,0.457835
0.222473,15.1104,0.758318,0.33328
0.246525,14.9091,0.791104,0.57562
0.211338,14.6526,0.802716,0.825926
0.225241,14.9214,0.856992,0.318485
0.227298,15.0361,0.80016,0.462056
0.237076,15.1343,0.603008,0.308625
0.232701,15.1743,0.903605,0.410097
0.184915,14.671,0.758457,0.408867
0.202497,14.5939,0.936049,0.320324
0.225265,14.8959,0.715537,0.288311
0.225634,14.8013,0.828373,0.379007
0.231523,14.8488,0.652095,0.28815
0.249898,15.2482,0.87243,0.246409
0.264053,15.3557,0.862883,0.28783
0.212757,14.7157,0.786347,0.51559
0.235028,14.8133,0.825192,0.287663
0.207145,14.7984,0.673501,0.420218
0.186642,14.5545,0.883876,0.349807
0.204649,14.7697,0.948374,0.32035
0.224768,14.8145,0.800692,0.513168
0.178146,14.594,0.633942,0.759286
0.219545,14.8573,0.919757,0.379479
0.274132,15.5163,0.894924,0.31388
0.239251,15.2071,0.901721,0.6544
0.204154,14.6122,0.682714,0.388552
0.250015,15.2033,0.844184,0.354377
0.220182,15.1287,0.684797,0.206401
0.231945,14.9436,0.790109,0.222533
0.21343,14.9751,0.584035,0.523759
0.214293,14.6978,0.768803,0.3665
0.223998,14.8392,0.759303,0.212493
0.191141,14.6059,0.757143,0.18342
0.20518,14.6664,0.737365,0.537927
0.225798,14.978,0.762178,0.622963
0.1775,14.3763,0.932643,0.229291
0.199421,14.6498,0.910939,0.492762
0.219845,14.5605,0.957548,0.6893
0.201656,14.6929,0.72786,0.323809
0.217979,14.8511,0.685309,0.312202
0.22206,14.995,0.587177,0.249135
0.210186,14.8823,0.710453,0.302808
0.251567,15.191,0.633109,0.267694
0.216275,14.6096,0.861168,0.224097
0.2382,14.9452,0.822736,0.498424
0.259755,15.264,0.717308,0.467694
0.181699,14.3901,0.860063,0.350195
0.203514,14.662,0.811165,0.591006
0.183252,14.5181,0.875864,0.292624
0.267779,15.6369,0.775979,0.268267
0.249489,15.1944,0.803561,0.310487
0.230595,14.8665,0.819493,0.321635
0.232737,15.0558,0.627715,0.414406
0.237597,15.1286,0.858428,0.375086
0.25313,15.1447,0.860231,0.270039
0.230789,15.0522,0.895092,0.4743
0.195712,14.4495,0.954877,0.535509
0.248794,15.1659,0.787689,0.363838
0.259585,15.3182,0.898936,0.468385
0.180216,14.4182,0.855596,0.241833
0.205103,14.8053,0.672193,0.677077
0.198609,14.8277,0.812445,0.41378
0.223473,14.6584,0.761414,0.339305
0.216514,14.6891,0.753292,0.44991
0.194532,14.4585,0.905336,0.423342
0.221908,14.7522,0.779246,0.304364
0.203775,14.7843,0.617593,0.479042
0.20151,14.6246,0.902266,0.326829
0.212586,14.875,0.971036,0.343073
0.195079,14.6737,0.728986,0.367509
