,sample_id,Source,Weight_kg,Sex,Age_yrs,Month,Year
1,223508,CAN_polish,0.98,U,12,9,1982
2,223508,CAN_polish,0.76,U,5,9,1982
3,223508,CAN_polish,1.27,U,12,9,1982
4,223508,CAN_polish,0.9,U,12,9,1982
5,223507,CAN_polish,1.03,U,11,9,1982
6,223507,CAN_polish,0.98,U,13,9,1982
7,223507,CAN_polish,0.9,U,12,9,1982
8,223507,CAN_polish,0.93,U,9,9,1982
9,223507,CAN_polish,0.78,U,5,9,1982
10,223507,CAN_polish,0.75,U,12,9,1982
11,223508,CAN_polish,0.86,U,6,9,1982
12,223507,CAN_polish,0.88,U,5,9,1982
13,223507,CAN_polish,1.41,U,6,9,1982
14,223507,CAN_polish,1.56,U,12,9,1982
15,223508,CAN_polish,0.99,U,12,9,1982
16,223507,CAN_polish,0.78,U,13,9,1982
17,223507,CAN_polish,0.93,U,12,9,1982
18,223507,CAN_polish,0.96,U,12,9,1982
19,223507,CAN_polish,1.13,U,10,9,1982
20,223507,CAN_polish,0.78,U,5,9,1982
21,223507,CAN_polish,0.91,U,9,9,1982
22,223508,CAN_polish,1,U,12,9,1982
23,223508,CAN_polish,1.03,U,5,9,1982
24,223507,CAN_polish,0.73,U,12,9,1982
25,223507,CAN_polish,1.04,U,14,9,1982
26,223508,CAN_polish,0.78,U,5,9,1982
27,223507,CAN_polish,0.72,U,9,9,1982
28,223508,CAN_polish,0.83,U,9,9,1982
29,223508,CAN_polish,0.83,U,9,9,1982
30,223508,CAN_polish,1.08,U,9,9,1982
31,223508,CAN_polish,1.09,U,9,9,1982
32,223507,CAN_polish,0.85,U,12,9,1982
33,223507,CAN_polish,0.74,U,13,9,1982
34,223507,CAN_polish,1.04,U,11,9,1982
35,223508,CAN_polish,0.89,U,8,9,1982
36,223508,CAN_polish,0.96,U,12,9,1982
37,223508,CAN_polish,1.15,U,12,9,1982
38,223507,CAN_polish,0.93,U,12,9,1982
39,223507,CAN_polish,1,U,12,9,1982
40,223507,CAN_polish,1.07,U,10,9,1982
41,223508,CAN_polish,0.94,U,12,9,1982
42,223508,CAN_polish,1.05,U,5,9,1982
43,223508,CAN_polish,1.32,U,12,9,1982
44,223507,CAN_polish,0.86,U,11,9,1982
45,223507,CAN_polish,0.91,U,12,9,1982
46,223507,CAN_polish,0.86,U,9,9,1982
47,223508,CAN_polish,0.79,U,13,9,1982
48,223508,CAN_polish,0.92,U,5,9,1982
49,223508,CAN_polish,1.08,U,5,9,1982
50,223508,CAN_polish,1.23,U,14,9,1982
51,223508,CAN_polish,1.28,U,13,9,1982
52,223507,CAN_polish,0.93,U,8,9,1982
53,223508,CAN_polish,0.83,U,12,9,1982
54,223508,CAN_polish,0.91,U,5,9,1982
55,223508,CAN_polish,1.07,U,12,9,1982
56,223508,CAN_polish,1.16,U,6,9,1982
57,223507,CAN_polish,0.83,U,8,9,1982
58,223507,CAN_polish,1.38,U,9,9,1982
59,223507,CAN_polish,0.99,U,9,9,1982
60,223508,CAN_polish,0.94,U,7,9,1982
61,223508,CAN_polish,1.06,U,7,9,1982
62,223508,CAN_polish,0.88,U,12,9,1982
63,223508,CAN_polish,1.16,U,5,9,1982
64,223508,CAN_polish,0.84,U,9,9,1982
65,223508,CAN_polish,1.11,U,9,9,1982
66,223508,CAN_polish,0.96,U,5,9,1982
67,223508,CAN_polish,0.91,U,5,9,1982
68,223508,CAN_polish,1.06,U,9,9,1982
69,223508,CAN_polish,1.18,U,6,9,1982
70,223508,CAN_polish,1.23,U,9,9,1982
71,223508,CAN_polish,0.77,U,5,9,1982
72,223508,CAN_polish,0.76,U,5,9,1982
73,223508,CAN_polish,0.88,U,5,9,1982
74,223507,CAN_polish,0.87,U,5,9,1982
75,223507,CAN_polish,0.95,U,12,9,1982
76,223507,CAN_polish,0.79,U,5,9,1982
77,223507,CAN_polish,0.76,U,13,9,1982
78,223507,CAN_polish,0.99,U,12,9,1982
79,223508,CAN_polish,1.28,U,9,9,1982
80,223508,CAN_polish,1.36,U,10,9,1982
81,223507,CAN_polish,1.05,U,14,9,1982
82,223507,CAN_polish,0.81,U,12,9,1982
83,223507,CAN_polish,0.75,U,12,9,1982
84,223507,CAN_polish,0.86,U,12,9,1982
85,223507,CAN_polish,1.06,U,10,9,1982
86,223507,CAN_polish,0.99,U,8,9,1982
87,223507,CAN_polish,0.91,U,10,9,1982
88,223507,CAN_polish,1.04,U,14,9,1982
89,223508,CAN_polish,1.15,U,12,9,1982
90,223508,CAN_polish,1.18,U,11,9,1982
91,223508,CAN_polish,1.02,U,9,9,1982
92,223507,CAN_polish,0.93,U,9,9,1982
93,223507,CAN_polish,0.74,U,10,9,1982
94,223507,CAN_polish,0.94,U,8,9,1982
95,223508,CAN_polish,0.92,U,7,9,1982
96,223508,CAN_polish,0.98,U,12,9,1982
97,223508,CAN_polish,1.06,U,9,9,1982
98,223508,CAN_polish,1.08,U,12,9,1982
99,223507,CAN_polish,1.59,U,12,9,1982
100,223507,CAN_polish,0.92,U,8,9,1982
101,223507,CAN_polish,0.78,U,4,9,1982
102,223507,CAN_polish,1.08,U,5,9,1982
103,223507,CAN_polish,1.24,U,9,9,1982
104,223507,CAN_polish,1.06,U,12,9,1982
105,223507,CAN_polish,1.23,U,12,9,1982
106,223507,CAN_polish,2.11,U,13,9,1982
107,223508,CAN_polish,0.87,U,5,9,1982
108,223508,CAN_polish,0.99,U,12,9,1982
109,223507,CAN_polish,0.79,U,7,9,1982
110,223508,CAN_polish,1.09,U,11,9,1982
111,223508,CAN_polish,1.18,U,12,9,1982
112,223508,CAN_polish,0.88,U,5,9,1982
113,223508,CAN_polish,1.43,U,10,9,1982
114,223507,CAN_polish,1.11,U,8,9,1982
115,223507,CAN_polish,1.08,U,7,9,1982
116,223508,CAN_polish,0.64,U,5,9,1982
117,223508,CAN_polish,1.11,U,11,9,1982
118,223508,CAN_polish,1.24,U,12,9,1982
119,223507,CAN_polish,0.78,U,4,9,1982
120,223507,CAN_polish,0.86,U,6,9,1982
121,223507,CAN_polish,1.08,U,12,9,1982
122,223507,CAN_polish,1.23,U,12,9,1982
123,223508,CAN_polish,0.78,U,5,9,1982
124,223508,CAN_polish,0.78,U,5,9,1982
125,223508,CAN_polish,1.04,U,5,9,1982
126,223508,CAN_polish,1.21,U,9,9,1982
127,223507,CAN_polish,0.83,U,12,9,1982
128,223507,CAN_polish,1.18,U,9,9,1982
129,223507,CAN_polish,0.98,U,9,9,1982
130,223507,CAN_polish,0.88,U,9,9,1982
131,223507,CAN_polish,1.01,U,14,9,1982
132,223508,CAN_polish,0.98,U,9,9,1982
133,223508,CAN_polish,0.98,U,12,9,1982
134,223508,CAN_polish,0.98,U,12,9,1982
135,223508,CAN_polish,1.03,U,7,9,1982
136,223508,CAN_polish,1.26,U,5,9,1982
137,223507,CAN_polish,1.18,U,12,9,1982
138,223507,CAN_polish,1.04,U,9,9,1982
139,223507,CAN_polish,0.79,U,12,9,1982
140,223507,CAN_polish,1.04,U,13,9,1982
141,223507,CAN_polish,0.92,U,9,9,1982
142,223508,CAN_polish,0.88,U,5,9,1982
143,223508,CAN_polish,1.12,U,8,9,1982
144,223507,CAN_polish,0.88,U,10,9,1982
145,223507,CAN_polish,0.88,U,12,9,1982
146,223507,CAN_polish,0.98,U,12,9,1982
147,223507,CAN_polish,1.16,U,8,9,1982
148,223508,CAN_polish,1.06,U,12,9,1982
149,223508,CAN_polish,0.92,U,5,9,1982
150,223507,CAN_polish,0.88,U,12,9,1982
151,223507,CAN_polish,1.03,U,14,9,1982
152,223507,CAN_polish,0.98,U,9,9,1982
153,223508,CAN_polish,0.88,U,10,9,1982
154,223507,CAN_polish,0.75,U,12,9,1982
155,223507,CAN_polish,0.88,U,12,9,1982
156,223507,CAN_polish,1.16,U,10,9,1982
157,223507,CAN_polish,1.77,U,12,9,1982
158,223508,CAN_polish,0.83,U,5,9,1982
159,223508,CAN_polish,0.93,U,5,9,1982
160,223508,CAN_polish,0.99,U,11,9,1982
161,223508,CAN_polish,1.01,U,5,9,1982
162,223508,CAN_polish,0.95,U,7,9,1982
163,223508,CAN_polish,1.38,U,9,9,1982
164,223508,CAN_polish,0.86,U,5,9,1982
165,223508,CAN_polish,0.88,U,5,9,1982
166,223508,CAN_polish,0.96,U,5,9,1982
167,223508,CAN_polish,0.99,U,12,9,1982
168,223507,CAN_polish,1.43,U,6,9,1982
169,223507,CAN_polish,1.21,U,8,9,1982
170,223508,CAN_polish,0.93,U,12,9,1982
171,223508,CAN_polish,1.25,U,12,9,1982
172,223507,CAN_polish,0.98,U,7,9,1982
173,223507,CAN_polish,1.04,U,12,9,1982
174,223507,CAN_polish,0.89,U,12,9,1982
175,223507,CAN_polish,1.66,U,5,9,1982
176,223507,CAN_polish,1.43,U,12,9,1982
177,223508,CAN_polish,1.15,U,11,9,1982
178,223508,CAN_polish,1.04,U,12,9,1982
179,223508,CAN_polish,0.98,U,12,9,1982
180,223507,CAN_polish,1.38,U,9,9,1982
181,223507,CAN_polish,0.73,U,5,9,1982
182,223507,CAN_polish,0.89,U,7,9,1982
183,223507,CAN_polish,0.88,U,12,9,1982
184,223508,CAN_polish,1.03,U,12,9,1982
185,223508,CAN_polish,0.91,U,7,9,1982
186,223508,CAN_polish,1.29,U,11,9,1982
187,223508,CAN_polish,2.36,U,13,9,1982
188,223507,CAN_polish,1.03,U,12,9,1982
189,223508,CAN_polish,0.83,U,6,9,1982
190,223508,CAN_polish,1.24,U,10,9,1982
191,223507,CAN_polish,0.66,U,5,9,1982
192,223508,CAN_polish,0.79,U,12,9,1982
193,223507,CAN_polish,1.88,U,13,9,1982
194,223508,CAN_polish,0.75,U,5,9,1982
195,223508,CAN_polish,1.06,U,9,9,1982
196,223508,CAN_polish,1,U,12,9,1982
197,223508,CAN_polish,0.97,U,5,9,1982
198,223507,CAN_polish,0.91,U,12,9,1982
199,223507,CAN_polish,0.97,U,5,9,1982
200,223507,CAN_polish,1.03,U,13,9,1982
201,67161,CAN_polish,0.492,U,5,8,1989
202,67159,CAN_polish,1.225,U,3,8,1989
203,67159,CAN_polish,0.949,U,9,8,1989
204,67159,CAN_polish,0.88,U,9,8,1989
205,67165,CAN_polish,1.11,U,9,8,1989
206,67163,CAN_polish,0.955,U,9,8,1989
207,67161,CAN_polish,0.47,U,5,8,1989
208,67161,CAN_polish,1.151,U,10,8,1989
209,67159,CAN_polish,0.929,U,9,8,1989
210,67159,CAN_polish,0.863,U,9,8,1989
211,67161,CAN_polish,1.056,U,9,8,1989
212,67163,CAN_polish,0.964,U,9,8,1989
213,67161,CAN_polish,1.252,U,9,8,1989
214,67159,CAN_polish,0.622,U,9,8,1989
215,67159,CAN_polish,0.747,U,9,8,1989
216,67159,CAN_polish,0.765,U,5,8,1989
217,67161,CAN_polish,0.463,U,5,8,1989
218,67159,CAN_polish,1.204,U,9,8,1989
219,67163,CAN_polish,0.477,U,5,8,1989
220,67159,CAN_polish,0.51,U,9,8,1989
221,67159,CAN_polish,0.611,U,9,8,1989
222,67173,CAN_polish,1.62,U,9,8,1989
223,67173,CAN_polish,2.307,U,19,8,1989
224,67159,CAN_polish,0.768,U,9,8,1989
225,67161,CAN_polish,1.435,U,9,8,1989
226,67161,CAN_polish,1.013,U,9,8,1989
227,67173,CAN_polish,0.506,U,5,8,1989
228,67159,CAN_polish,0.808,U,5,8,1989
229,67159,CAN_polish,0.848,U,9,8,1989
230,67159,CAN_polish,0.66,U,5,8,1989
231,67159,CAN_polish,0.652,U,9,8,1989
232,67159,CAN_polish,1.012,U,9,8,1989
233,67159,CAN_polish,0.587,U,9,8,1989
234,67159,CAN_polish,0.662,U,5,8,1989
235,67159,CAN_polish,0.682,U,9,8,1989
236,67159,CAN_polish,0.757,U,5,8,1989
237,67159,CAN_polish,0.948,U,9,8,1989
238,67173,CAN_polish,0.497,U,5,8,1989
239,67163,CAN_polish,0.993,U,10,8,1989
240,67161,CAN_polish,1.24,U,12,8,1989
241,67161,CAN_polish,1.548,U,12,8,1989
242,67159,CAN_polish,0.785,U,9,8,1989
243,67159,CAN_polish,1.141,U,9,8,1989
244,67159,CAN_polish,0.806,U,9,8,1989
245,67159,CAN_polish,0.502,U,5,8,1989
246,67159,CAN_polish,0.764,U,5,8,1989
247,67159,CAN_polish,0.863,U,5,8,1989
248,67159,CAN_polish,0.65,U,9,8,1989
249,67159,CAN_polish,0.767,U,9,8,1989
250,67159,CAN_polish,0.702,U,5,8,1989
251,67173,CAN_polish,0.51,U,3,8,1989
252,67173,CAN_polish,0.511,U,5,8,1989
253,67165,CAN_polish,1.299,U,9,8,1989
254,67159,CAN_polish,0.94,U,5,8,1989
255,67159,CAN_polish,0.624,U,12,8,1989
256,67163,CAN_polish,1.258,U,9,8,1989
257,67159,CAN_polish,0.747,U,5,8,1989
258,67159,CAN_polish,0.559,U,9,8,1989
259,67163,CAN_polish,0.78,U,9,8,1989
260,67159,CAN_polish,1.264,U,12,8,1989
261,67159,CAN_polish,0.828,U,9,8,1989
262,67163,CAN_polish,0.973,U,9,8,1989
263,67163,CAN_polish,1.201,U,9,8,1989
264,67159,CAN_polish,0.784,U,9,8,1989
265,67159,CAN_polish,0.79,U,9,8,1989
266,67159,CAN_polish,0.662,U,9,8,1989
267,67159,CAN_polish,0.917,U,9,8,1989
268,67161,CAN_polish,1.14,U,9,8,1989
269,67163,CAN_polish,0.542,U,5,8,1989
270,67161,CAN_polish,0.421,U,5,8,1989
271,67159,CAN_polish,0.577,U,9,8,1989
272,67159,CAN_polish,1.06,U,9,8,1989
273,67159,CAN_polish,0.632,U,9,8,1989
274,67163,CAN_polish,1.316,U,9,8,1989
275,67159,CAN_polish,1.282,U,9,8,1989
276,67159,CAN_polish,0.496,U,5,8,1989
277,67161,CAN_polish,1.001,U,9,8,1989
278,67159,CAN_polish,1.064,U,12,8,1989
279,67159,CAN_polish,0.919,U,12,8,1989
280,67161,CAN_polish,0.525,U,5,8,1989
281,67161,CAN_polish,0.764,U,5,8,1989
282,67161,CAN_polish,1.416,U,12,8,1989
283,67159,CAN_polish,0.674,U,5,8,1989
284,67159,CAN_polish,0.785,U,10,8,1989
285,67159,CAN_polish,0.62,U,5,8,1989
286,67159,CAN_polish,0.535,U,5,8,1989
287,67161,CAN_polish,1.09,U,9,8,1989
288,67165,CAN_polish,1.118,U,9,8,1989
289,67161,CAN_polish,1.286,U,9,8,1989
290,67161,CAN_polish,1.222,U,9,8,1989
291,67159,CAN_polish,0.934,U,12,8,1989
292,67159,CAN_polish,0.563,U,5,8,1989
293,67159,CAN_polish,0.807,U,5,8,1989
294,67163,CAN_polish,1.329,U,9,8,1989
295,67159,CAN_polish,0.873,U,9,8,1989
296,67159,CAN_polish,0.548,U,5,8,1989
297,67159,CAN_polish,0.795,U,9,8,1989
298,67161,CAN_polish,0.961,U,9,8,1989
299,67161,CAN_polish,1.035,U,9,8,1989
300,67161,CAN_polish,1.309,U,11,8,1989
301,67159,CAN_polish,0.741,U,9,8,1989
302,67159,CAN_polish,0.922,U,9,8,1989
303,67165,CAN_polish,1.23,U,9,8,1989
304,67163,CAN_polish,0.883,U,9,8,1989
305,67161,CAN_polish,1.051,U,12,8,1989
306,67161,CAN_polish,1.185,U,12,8,1989
307,67161,CAN_polish,1.077,U,9,8,1989
308,67161,CAN_polish,1.359,U,9,8,1989
309,67163,CAN_polish,1.344,U,12,8,1989
310,67159,CAN_polish,0.821,U,9,8,1989
311,67159,CAN_polish,0.755,U,5,8,1989
312,67159,CAN_polish,0.81,U,5,8,1989
313,67159,CAN_polish,0.666,U,9,8,1989
314,67161,CAN_polish,1.408,U,9,8,1989
315,67159,CAN_polish,0.65,U,5,8,1989
316,67161,CAN_polish,0.467,U,5,8,1989
317,67159,CAN_polish,0.523,U,5,8,1989
318,67159,CAN_polish,0.597,U,5,8,1989
319,67161,CAN_polish,1.275,U,9,8,1989
320,67165,CAN_polish,1.177,U,9,8,1989
321,67161,CAN_polish,0.481,U,5,8,1989
322,67161,CAN_polish,1.433,U,9,8,1989
323,67161,CAN_polish,1.514,U,12,8,1989
324,67159,CAN_polish,0.907,U,9,8,1989
325,67159,CAN_polish,0.673,U,9,8,1989
326,67159,CAN_polish,0.745,U,5,8,1989
327,67159,CAN_polish,0.817,U,9,8,1989
328,67159,CAN_polish,0.561,U,9,8,1989
329,67165,CAN_polish,1.14,U,9,8,1989
330,67163,CAN_polish,0.805,U,9,8,1989
331,67159,CAN_polish,0.582,U,9,8,1989
332,67159,CAN_polish,1.145,U,16,8,1989
333,67159,CAN_polish,0.746,U,5,8,1989
334,67159,CAN_polish,0.67,U,12,8,1989
335,67159,CAN_polish,0.544,U,9,8,1989
336,67161,CAN_polish,1.317,U,9,8,1989
337,67161,CAN_polish,1.24,U,9,8,1989
338,67161,CAN_polish,0.591,U,5,8,1989
339,67161,CAN_polish,1.206,U,9,8,1989
340,67159,CAN_polish,0.748,U,5,8,1989
341,67159,CAN_polish,0.629,U,9,8,1989
342,67173,CAN_polish,1.681,U,12,8,1989
343,67165,CAN_polish,1.467,U,12,8,1989
344,67159,CAN_polish,0.662,U,9,8,1989
345,67159,CAN_polish,0.52,U,9,8,1989
346,67161,CAN_polish,1.149,U,9,8,1989
347,67161,CAN_polish,0.921,U,9,8,1989
348,67161,CAN_polish,1.031,U,9,8,1989
349,67161,CAN_polish,1.319,U,9,8,1989
350,67161,CAN_polish,1.013,U,9,8,1989
351,67163,CAN_polish,1.13,U,9,8,1989
352,67161,CAN_polish,1.108,U,9,8,1989
353,67159,CAN_polish,1.016,U,10,8,1989
354,67159,CAN_polish,0.564,U,5,8,1989
355,67159,CAN_polish,0.764,U,9,8,1989
356,67159,CAN_polish,0.823,U,5,8,1989
357,67159,CAN_polish,0.729,U,9,8,1989
358,67173,CAN_polish,1.583,U,9,8,1989
359,67163,CAN_polish,1.066,U,9,8,1989
360,67161,CAN_polish,1.467,U,9,8,1989
361,67161,CAN_polish,0.912,U,9,8,1989
362,67161,CAN_polish,0.893,U,9,8,1989
363,67159,CAN_polish,0.794,U,9,8,1989
364,67161,CAN_polish,0.977,U,9,8,1989
365,67159,CAN_polish,0.621,U,5,8,1989
366,67159,CAN_polish,0.779,U,5,8,1989
367,67159,CAN_polish,0.796,U,9,8,1989
368,67159,CAN_polish,0.827,U,9,8,1989
369,67159,CAN_polish,0.821,U,9,8,1989
370,67161,CAN_polish,1.057,U,9,8,1989
371,67159,CAN_polish,0.605,U,9,8,1989
372,67161,CAN_polish,1.037,U,9,8,1989
373,67159,CAN_polish,0.689,U,9,8,1989
374,67159,CAN_polish,0.674,U,9,8,1989
375,67159,CAN_polish,0.605,U,9,8,1989
376,67161,CAN_polish,1.189,U,12,8,1989
377,67165,CAN_polish,1.277,U,9,8,1989
378,67163,CAN_polish,0.964,U,9,8,1989
379,67161,CAN_polish,1.418,U,12,8,1989
380,67173,CAN_polish,0.513,U,5,8,1989
381,67163,CAN_polish,1.049,U,9,8,1989
382,67159,CAN_polish,0.615,U,5,8,1989
383,67161,CAN_polish,0.933,U,9,8,1989
384,67161,CAN_polish,1.388,U,9,8,1989
385,67159,CAN_polish,0.604,U,5,8,1989
386,67159,CAN_polish,0.749,U,9,8,1989
387,67161,CAN_polish,1.045,U,9,8,1989
388,67161,CAN_polish,1.362,U,12,8,1989
389,67159,CAN_polish,1.099,U,9,8,1989
390,67159,CAN_polish,0.595,U,5,8,1989
391,67159,CAN_polish,0.607,U,9,8,1989
392,67159,CAN_polish,0.691,U,5,8,1989
393,67159,CAN_polish,0.525,U,5,8,1989
394,67159,CAN_polish,0.942,U,9,8,1989
395,67173,CAN_polish,1.442,U,9,8,1989
396,67161,CAN_polish,1.277,U,12,8,1989
397,67161,CAN_polish,1.599,U,9,8,1989
398,67159,CAN_polish,0.533,U,9,8,1989
399,67159,CAN_polish,0.78,U,9,8,1989
400,72636,CAN_polish,0.535,U,6,7,1990
401,72636,CAN_polish,0.721,U,10,7,1990
402,72636,CAN_polish,0.546,U,4,7,1990
403,72636,CAN_polish,0.54,U,6,7,1990
404,72636,CAN_polish,0.715,U,10,7,1990
405,72636,CAN_polish,0.615,U,6,7,1990
406,72636,CAN_polish,0.55,U,6,7,1990
407,72636,CAN_polish,0.673,U,6,7,1990
408,72636,CAN_polish,0.79,U,10,7,1990
409,72636,CAN_polish,0.538,U,4,7,1990
410,72636,CAN_polish,0.911,U,10,7,1990
411,72636,CAN_polish,0.669,U,6,7,1990
412,72636,CAN_polish,0.823,U,6,7,1990
413,72636,CAN_polish,0.689,U,6,7,1990
414,72636,CAN_polish,0.492,U,6,7,1990
415,72636,CAN_polish,0.476,U,4,7,1990
416,72636,CAN_polish,0.755,U,6,7,1990
417,72636,CAN_polish,0.61,U,4,7,1990
418,72636,CAN_polish,0.593,U,6,7,1990
419,72636,CAN_polish,0.63,U,6,7,1990
420,72636,CAN_polish,0.696,U,10,7,1990
421,72636,CAN_polish,0.597,U,6,7,1990
422,72636,CAN_polish,0.647,U,10,7,1990
423,72636,CAN_polish,0.529,U,6,7,1990
424,72636,CAN_polish,0.653,U,6,7,1990
425,72636,CAN_polish,0.936,U,10,7,1990
426,72636,CAN_polish,0.692,U,10,7,1990
427,72636,CAN_polish,0.655,U,10,7,1990
428,72636,CAN_polish,0.688,U,10,7,1990
429,72636,CAN_polish,0.591,U,6,7,1990
430,72636,CAN_polish,0.573,U,6,7,1990
431,72636,CAN_polish,0.532,U,6,7,1990
432,72636,CAN_polish,0.757,U,10,7,1990
433,72636,CAN_polish,0.633,U,6,7,1990
434,72636,CAN_polish,0.536,U,10,7,1990
435,72636,CAN_polish,0.535,U,6,7,1990
436,72636,CAN_polish,1.031,U,6,7,1990
437,72636,CAN_polish,0.641,U,6,7,1990
438,72636,CAN_polish,1.041,U,10,7,1990
439,72636,CAN_polish,0.739,U,6,7,1990
440,72636,CAN_polish,0.767,U,6,7,1990
441,72636,CAN_polish,0.494,U,6,7,1990
442,72636,CAN_polish,0.576,U,5,7,1990
443,72636,CAN_polish,0.593,U,6,7,1990
444,72636,CAN_polish,0.824,U,10,7,1990
445,72636,CAN_polish,0.629,U,10,7,1990
446,72636,CAN_polish,0.662,U,10,7,1990
447,72636,CAN_polish,0.513,U,6,7,1990
448,72636,CAN_polish,0.531,U,4,7,1990
449,72636,CAN_polish,0.534,U,7,7,1990
450,72636,CAN_polish,0.797,U,7,7,1990
451,72636,CAN_polish,0.596,U,6,7,1990
452,72636,CAN_polish,0.63,U,6,7,1990
453,72636,CAN_polish,0.566,U,6,7,1990
454,72636,CAN_polish,0.647,U,6,7,1990
455,72636,CAN_polish,0.458,U,6,7,1990
456,72636,CAN_polish,0.616,U,10,7,1990
457,72636,CAN_polish,0.604,U,6,7,1990
458,72636,CAN_polish,0.648,U,6,7,1990
459,72636,CAN_polish,0.476,U,3,7,1990
460,72636,CAN_polish,0.863,U,13,7,1990
461,72636,CAN_polish,0.697,U,6,7,1990
462,72636,CAN_polish,0.505,U,3,7,1990
463,72636,CAN_polish,0.595,U,4,7,1990
464,72636,CAN_polish,0.705,U,10,7,1990
465,72636,CAN_polish,0.971,U,6,7,1990
466,72636,CAN_polish,0.557,U,3,7,1990
467,72636,CAN_polish,0.572,U,6,7,1990
468,72636,CAN_polish,0.79,U,6,7,1990
469,72636,CAN_polish,0.62,U,6,7,1990
470,72636,CAN_polish,0.802,U,10,7,1990
471,72636,CAN_polish,0.518,U,6,7,1990
472,72636,CAN_polish,0.608,U,6,7,1990
473,72636,CAN_polish,0.829,U,10,7,1990
474,72636,CAN_polish,0.807,U,10,7,1990
475,72636,CAN_polish,0.582,U,4,7,1990
476,72636,CAN_polish,0.512,U,6,7,1990
477,72636,CAN_polish,0.633,U,10,7,1990
478,72636,CAN_polish,0.572,U,6,7,1990
479,72636,CAN_polish,0.628,U,6,7,1990
480,72636,CAN_polish,0.856,U,10,7,1990
481,72636,CAN_polish,0.828,U,10,7,1990
482,72636,CAN_polish,0.634,U,6,7,1990
483,72636,CAN_polish,0.695,U,6,7,1990
484,72636,CAN_polish,0.599,U,6,7,1990
485,72636,CAN_polish,0.464,U,6,7,1990
486,72636,CAN_polish,0.82,U,6,7,1990
487,72636,CAN_polish,0.489,U,3,7,1990
488,69860,CAN_jv,0.724,U,7,6,1990
489,69860,CAN_jv,0.626,U,10,6,1990
490,69830,CAN_jv,0.548,U,6,6,1990
491,69860,CAN_jv,0.551,U,6,6,1990
492,69860,CAN_jv,0.512,U,3,6,1990
493,69860,CAN_jv,0.597,U,10,6,1990
494,69830,CAN_jv,1.27,U,10,6,1990
495,69860,CAN_jv,0.805,U,6,6,1990
496,69860,CAN_jv,0.503,U,6,6,1990
497,69830,CAN_jv,0.845,U,10,6,1990
498,69830,CAN_jv,0.424,U,6,6,1990
499,69860,CAN_jv,0.668,U,6,6,1990
500,69860,CAN_jv,0.755,U,6,6,1990
501,69860,CAN_jv,0.565,U,6,6,1990
502,69860,CAN_jv,0.726,U,6,6,1990
503,69860,CAN_jv,0.573,U,10,6,1990
504,69860,CAN_jv,0.53,U,3,6,1990
505,69860,CAN_jv,0.727,U,10,6,1990
506,69830,CAN_jv,1.514,U,10,6,1990
507,69830,CAN_jv,1.467,U,13,6,1990
508,69860,CAN_jv,0.475,U,3,6,1990
509,69860,CAN_jv,0.491,U,6,6,1990
510,69860,CAN_jv,0.658,U,6,6,1990
511,69860,CAN_jv,0.631,U,6,6,1990
512,69860,CAN_jv,1.049,U,10,6,1990
513,69860,CAN_jv,0.762,U,6,6,1990
514,69860,CAN_jv,0.581,U,6,6,1990
515,69860,CAN_jv,0.618,U,7,6,1990
516,69830,CAN_jv,1.367,U,10,6,1990
517,69860,CAN_jv,0.658,U,6,6,1990
518,69860,CAN_jv,0.668,U,8,6,1990
519,69860,CAN_jv,0.644,U,10,6,1990
520,69860,CAN_jv,0.886,U,13,6,1990
521,69830,CAN_jv,1.191,U,6,6,1990
522,69830,CAN_jv,1.464,U,6,6,1990
523,69830,CAN_jv,0.924,U,10,6,1990
524,69860,CAN_jv,0.808,U,6,6,1990
525,69860,CAN_jv,0.65,U,10,6,1990
526,69830,CAN_jv,1.346,U,10,6,1990
527,69860,CAN_jv,0.777,U,10,6,1990
528,69860,CAN_jv,0.715,U,10,6,1990
529,69860,CAN_jv,0.575,U,6,6,1990
530,69860,CAN_jv,0.627,U,10,6,1990
531,69830,CAN_jv,1.22,U,10,6,1990
532,69860,CAN_jv,0.704,U,6,6,1990
533,69860,CAN_jv,0.74,U,10,6,1990
534,69860,CAN_jv,0.817,U,6,6,1990
535,69860,CAN_jv,0.675,U,6,6,1990
536,69860,CAN_jv,0.639,U,6,6,1990
537,69860,CAN_jv,1.24,U,10,6,1990
538,69830,CAN_jv,1.069,U,10,6,1990
539,69860,CAN_jv,0.591,U,6,6,1990
540,69860,CAN_jv,0.67,U,10,6,1990
541,69860,CAN_jv,0.556,U,10,6,1990
542,69860,CAN_jv,0.587,U,10,6,1990
543,69830,CAN_jv,1.285,U,6,6,1990
544,69860,CAN_jv,0.511,U,6,6,1990
545,69860,CAN_jv,0.973,U,17,6,1990
546,69860,CAN_jv,0.824,U,13,6,1990
547,69860,CAN_jv,0.762,U,6,6,1990
548,69860,CAN_jv,0.496,U,6,6,1990
549,69860,CAN_jv,1.14,U,10,6,1990
550,69860,CAN_jv,0.632,U,10,6,1990
551,69860,CAN_jv,1.354,U,13,6,1990
552,69860,CAN_jv,0.73,U,10,6,1990
553,69860,CAN_jv,0.7,U,10,6,1990
554,69860,CAN_jv,0.636,U,10,6,1990
555,69830,CAN_jv,0.332,U,3,6,1990
556,69860,CAN_jv,0.612,U,6,6,1990
557,69830,CAN_jv,1.262,U,6,6,1990
558,69830,CAN_jv,1.099,U,10,6,1990
