,sample_id,Source,Weight_kg,Sex,Age_yrs,Month,Year
1800,493300,CAN_shoreside,0.424,U,6,5,2016
1801,493301,CAN_shoreside,0.35,U,6,5,2016
1802,493290,CAN_shoreside,0.388,U,4,5,2016
1803,493298,CAN_shoreside,0.693,U,6,5,2016
1804,493292,CAN_shoreside,0.521,U,6,5,2016
1805,493301,CAN_shoreside,0.482,U,6,5,2016
1806,493299,CAN_shoreside,0.574,U,6,5,2016
1807,493302,CAN_shoreside,0.434,U,6,5,2016
1808,493302,CAN_shoreside,0.428,U,6,5,2016
1809,493297,CAN_shoreside,0.585,U,8,5,2016
1810,493290,CAN_shoreside,0.428,U,7,5,2016
1811,493295,CAN_shoreside,0.552,U,6,5,2016
1812,493298,CAN_shoreside,0.868,U,15,5,2016
1813,493301,CAN_shoreside,0.531,U,6,5,2016
1814,493295,CAN_shoreside,0.484,U,8,5,2016
1815,493293,CAN_shoreside,0.43,U,6,5,2016
1816,493297,CAN_shoreside,1.031,U,15,5,2016
1817,493290,CAN_shoreside,0.586,U,6,5,2016
1818,493301,CAN_shoreside,0.608,U,6,5,2016
1819,493299,CAN_shoreside,0.421,U,4,5,2016
1820,493297,CAN_shoreside,0.643,U,10,5,2016
1821,493301,CAN_shoreside,0.427,U,6,5,2016
1822,493295,CAN_shoreside,0.458,U,7,5,2016
1823,493292,CAN_shoreside,1.318,U,13,5,2016
1824,486184,CAN_shoreside,0.494,U,8,8,2016
1825,486183,CAN_shoreside,0.53,U,6,8,2016
1826,486184,CAN_shoreside,0.684,U,6,8,2016
1827,486183,CAN_shoreside,0.708,U,6,8,2016
1828,486184,CAN_shoreside,0.618,U,6,8,2016
1829,486183,CAN_shoreside,0.59,U,7,8,2016
1830,486184,CAN_shoreside,0.554,U,6,8,2016
1831,486183,CAN_shoreside,0.676,U,6,8,2016
1832,486183,CAN_shoreside,0.616,U,6,8,2016
1833,486184,CAN_shoreside,0.466,U,6,8,2016
1834,514348,CAN_shoreside,0.554,U,5,8,2017
1835,514348,CAN_shoreside,0.644,U,9,8,2017
1836,514348,CAN_shoreside,0.564,U,7,8,2017
1837,514348,CAN_shoreside,0.605,U,7,8,2017
1838,514348,CAN_shoreside,0.577,U,9,8,2017
1839,514348,CAN_shoreside,0.559,U,9,8,2017
1840,514348,CAN_shoreside,0.534,U,7,8,2017
1841,514348,CAN_shoreside,0.754,U,7,8,2017
1842,514348,CAN_shoreside,0.556,U,7,8,2017
1843,514348,CAN_shoreside,0.54,U,7,8,2017
1844,548112,CAN_shoreside,0.462,U,6,5,2020
1845,548112,CAN_shoreside,0.411,U,6,5,2020
1846,548112,CAN_shoreside,0.437,U,4,5,2020
1847,548112,CAN_shoreside,0.938,U,10,5,2020
1848,548112,CAN_shoreside,0.563,U,6,5,2020
1849,548112,CAN_shoreside,0.696,U,6,5,2020
1850,548112,CAN_shoreside,0.497,U,6,5,2020
1851,548112,CAN_shoreside,0.504,U,6,5,2020
1852,548112,CAN_shoreside,0.58,U,11,5,2020
1853,548112,CAN_shoreside,0.625,U,6,5,2020
1854,548112,CAN_shoreside,0.446,U,4,5,2020
1855,548112,CAN_shoreside,0.531,U,4,5,2020
1856,548112,CAN_shoreside,0.407,U,6,5,2020
1857,548112,CAN_shoreside,0.456,U,3,5,2020
1858,548112,CAN_shoreside,0.957,U,14,5,2020
1859,548112,CAN_shoreside,0.653,U,10,5,2020
1860,548112,CAN_shoreside,0.371,U,7,5,2020
1861,548112,CAN_shoreside,0.541,U,6,5,2020
1862,548112,CAN_shoreside,0.635,U,10,5,2020
1863,548112,CAN_shoreside,0.481,U,7,5,2020
1864,548112,CAN_shoreside,0.47,U,3,5,2020
1865,548112,CAN_shoreside,0.497,U,6,5,2020
1866,548112,CAN_shoreside,0.707,U,8,5,2020
1867,548112,CAN_shoreside,0.488,U,6,5,2020
1868,548112,CAN_shoreside,0.501,U,10,5,2020
1869,548112,CAN_shoreside,0.541,U,6,5,2020
1870,548112,CAN_shoreside,0.371,U,4,5,2020
1871,548112,CAN_shoreside,0.486,U,3,5,2020
1872,548112,CAN_shoreside,0.62,U,11,5,2020
1873,548112,CAN_shoreside,0.426,U,3,5,2020
1874,548112,CAN_shoreside,0.803,U,11,5,2020
1875,548112,CAN_shoreside,0.575,U,10,5,2020
1876,548112,CAN_shoreside,0.457,U,4,5,2020
1877,548112,CAN_shoreside,0.565,U,6,5,2020
1878,548112,CAN_shoreside,0.921,U,10,5,2020
1879,548112,CAN_shoreside,0.626,U,7,5,2020
1880,548112,CAN_shoreside,0.511,U,10,5,2020
1881,548112,CAN_shoreside,0.406,U,6,5,2020
1882,548112,CAN_shoreside,0.591,U,6,5,2020
1883,548112,CAN_shoreside,0.527,U,12,5,2020
1884,548112,CAN_shoreside,0.537,U,7,5,2020
1885,548112,CAN_shoreside,0.526,U,6,5,2020
1886,548112,CAN_shoreside,0.462,U,4,5,2020
1887,560406,CAN_shoreside,0.979,U,11,5,2022
1888,560406,CAN_shoreside,1.783,U,11,5,2022
1889,560406,CAN_shoreside,0.711,U,13,5,2022
1890,560406,CAN_shoreside,1.709,U,8,5,2022
1891,560406,CAN_shoreside,1.403,U,11,5,2022
1892,560406,CAN_shoreside,1.471,U,11,5,2022
1893,560406,CAN_shoreside,1.484,U,12,5,2022
1894,560406,CAN_shoreside,0.878,U,5,5,2022
1895,560406,CAN_shoreside,0.875,U,6,5,2022
1896,560406,CAN_shoreside,0.751,U,7,5,2022
1897,560406,CAN_shoreside,0.701,U,5,5,2022
1898,560406,CAN_shoreside,0.823,U,6,5,2022
1899,560406,CAN_shoreside,0.944,U,6,5,2022
1900,560406,CAN_shoreside,1.327,U,10,5,2022
1901,560406,CAN_shoreside,1.28,U,14,5,2022
1902,560406,CAN_shoreside,1.098,U,10,5,2022
1903,560406,CAN_shoreside,1.172,U,10,5,2022
1904,560406,CAN_shoreside,0.904,U,6,5,2022
1905,560406,CAN_shoreside,1.024,U,8,5,2022
1906,560406,CAN_shoreside,0.901,U,7,5,2022
1907,560406,CAN_shoreside,1.123,U,10,5,2022
1908,560406,CAN_shoreside,1.05,U,11,5,2022
1909,560406,CAN_shoreside,0.994,U,7,5,2022
1910,560406,CAN_shoreside,1.938,U,8,5,2022
1911,560406,CAN_shoreside,0.806,U,6,5,2022
1912,560406,CAN_shoreside,0.95,U,5,5,2022
1913,560406,CAN_shoreside,1.141,U,12,5,2022
1914,560406,CAN_shoreside,1.134,U,4,5,2022
1915,560406,CAN_shoreside,1.416,U,8,5,2022
1916,560406,CAN_shoreside,0.706,U,8,5,2022
1917,560418,CAN_shoreside,1.137,U,7,6,2022
1918,560418,CAN_shoreside,0.648,U,7,6,2022
1919,560418,CAN_shoreside,1.119,U,7,6,2022
1920,560418,CAN_shoreside,0.841,U,8,6,2022
1921,560418,CAN_shoreside,1.284,U,6,6,2022
1922,560418,CAN_shoreside,0.962,U,6,6,2022
1923,560418,CAN_shoreside,0.989,U,6,6,2022
1924,560418,CAN_shoreside,0.954,U,8,6,2022
1925,560418,CAN_shoreside,1.231,U,12,6,2022
1926,560418,CAN_shoreside,0.761,U,5,6,2022
1927,560418,CAN_shoreside,0.765,U,9,6,2022
1928,560418,CAN_shoreside,1,U,11,6,2022
1929,560418,CAN_shoreside,0.938,U,6,6,2022
1930,560418,CAN_shoreside,1.339,U,6,6,2022
1931,560418,CAN_shoreside,1.012,U,6,6,2022
1932,560418,CAN_shoreside,0.966,U,8,6,2022
1933,560418,CAN_shoreside,0.908,U,6,6,2022
1934,560418,CAN_shoreside,1.456,U,7,6,2022
1935,560418,CAN_shoreside,1.093,U,13,6,2022
1936,560418,CAN_shoreside,1.121,U,8,6,2022
1937,560418,CAN_shoreside,0.9,U,13,6,2022
1938,560418,CAN_shoreside,1.185,U,12,6,2022
