"Source","Weight_kg","Sex","Age_yrs","Length_cm","Month","Year"
"ATSEA",0.82,"F",14,52,"09","2022"
"ATSEA",0.39,"M",2,38,"09","2022"
"ATSEA",0.41,"F",2,40,"09","2022"
"ATSEA",0.42,"M",2,41,"08","2022"
"ATSEA",0.3,"M",2,34,"08","2022"
"ATSEA",0.35,"F",2,39,"08","2022"
"ATSEA",0.6,"F",6,45,"09","2022"
"ATSEA",0.33,"M",2,38,"09","2022"
"ATSEA",0.31,"M",2,37,"10","2022"
"ATSEA",0.4,"F",2,40,"10","2022"
"ATSEA",0.56,"M",3,45,"09","2022"
"ATSEA",0.45,"M",2,42,"09","2022"
"ATSEA",0.37,"F",2,38,"09","2022"
"ATSEA",0.38,"F",2,40,"09","2022"
"ATSEA",0.95,"F",12,48,"10","2022"
"ATSEA",0.61,"F",5,48,"09","2022"
"ATSEA",0.26,"M",2,36,"09","2022"
"ATSEA",0.7,"F",8,46,"10","2022"
"ATSEA",0.74,"F",12,49,"09","2022"
"ATSEA",0.64,"M",2,45,"10","2022"
"ATSEA",0.39,"F",2,39,"10","2022"
"ATSEA",0.4,"F",2,40,"10","2022"
"ATSEA",0.51,"M",3,43,"10","2022"
"ATSEA",0.33,"M",2,37,"10","2022"
"ATSEA",0.42,"M",2,39,"10","2022"
"ATSEA",0.66,"F",6,47,"09","2022"
"ATSEA",0.58,"M",8,45,"09","2022"
"ATSEA",0.28,"M",2,34,"06","2022"
"ATSEA",0.54,"F",5,46,"05","2022"
"ATSEA",0.5,"F",6,46,"05","2022"
"ATSEA",0.48,"M",6,45,"06","2022"
"ATSEA",0.57,"M",8,46,"06","2022"
"ATSEA",0.58,"M",8,46,"06","2022"
"ATSEA",0.6,"M",5,44,"06","2022"
"ATSEA",0.3,"M",2,36,"06","2022"
"ATSEA",0.52,"M",8,45,"05","2022"
"ATSEA",1.26,"F",12,61,"05","2022"
"ATSEA",0.67,"F",8,48,"06","2022"
"ATSEA",0.62,"M",8,47,"06","2022"
"ATSEA",0.56,"F",6,45,"06","2022"
"ATSEA",0.6,"M",6,46,"05","2022"
"ATSEA",0.63,"M",7,46,"05","2022"
"ATSEA",0.57,"M",6,47,"06","2022"
"ATSEA",0.28,"M",2,36,"05","2022"
"ATSEA",0.48,"M",6,45,"06","2022"
"ATSEA",1.26,"F",9,60,"05","2022"
"ATSEA",0.76,"F",8,50,"05","2022"
"ATSEA",0.34,"M",2,38,"06","2022"
"ATSEA",0.51,"F",8,45,"06","2022"
"ATSEA",0.4,"F",2,40,"10","2022"
"ATSEA",0.54,"M",8,46,"06","2022"
"ATSEA",0.39,"M",3,41,"06","2022"
"ATSEA",0.31,"M",2,36,"06","2022"
"ATSEA",0.63,"F",5,48,"06","2022"
"ATSEA",0.49,"F",3,42,"06","2022"
"ATSEA",0.5,"F",6,45,"06","2022"
"ATSEA",0.56,"F",5,47,"05","2022"
"ATSEA",0.6,"F",6,46,"05","2022"
"ATSEA",0.52,"M",6,43,"05","2022"
"ATSEA",0.44,"F",5,43,"05","2022"
"ATSEA",0.58,"F",10,45,"05","2022"
"ATSEA",0.64,"M",6,46,"05","2022"
"ATSEA",0.5,"M",5,45,"05","2022"
"ATSEA",0.57,"M",11,44,"05","2022"
"ATSEA",0.46,"F",5,43,"05","2022"
"ATSEA",0.63,"M",11,49,"05","2022"
"ATSEA",0.56,"F",5,46,"06","2022"
"ATSEA",0.51,"M",5,43,"06","2022"
"ATSEA",0.58,"F",8,47,"06","2022"
"ATSEA",0.54,"M",6,45,"05","2022"
"ATSEA",0.54,"F",8,46,"05","2022"
"ATSEA",0.57,"F",6,45,"05","2022"
"ATSEA",0.47,"M",8,47,"05","2022"
"ATSEA",0.3,"M",2,36,"05","2022"
"ATSEA",0.4,"M",6,44,"06","2022"
"ATSEA",0.68,"M",7,47,"06","2022"
"ATSEA",0.59,"M",6,44,"06","2022"
"ATSEA",0.51,"M",6,45,"06","2022"
"ATSEA",0.66,"M",9,47,"06","2022"
"ATSEA",0.54,"M",10,45,"06","2022"
"ATSEA",0.46,"F",2,42,"06","2022"
"ATSEA",0.51,"M",8,44,"06","2022"
"ATSEA",0.51,"M",6,44,"06","2022"
"ATSEA",0.55,"F",6,46,"05","2022"
"ATSEA",0.61,"F",8,49,"05","2022"
"ATSEA",0.28,"F",2,37,"05","2022"
"ATSEA",0.52,"M",6,45,"05","2022"
"ATSEA",0.28,"M",2,37,"05","2022"
"ATSEA",0.54,"M",5,46,"05","2022"
"ATSEA",0.6,"F",6,47,"05","2022"
"ATSEA",0.58,"M",8,46,"05","2022"
"ATSEA",0.64,"F",6,49,"05","2022"
"ATSEA",0.62,"F",6,48,"05","2022"
"ATSEA",0.58,"M",5,47,"05","2022"
"ATSEA",0.45,"M",6,44,"06","2022"
"ATSEA",0.65,"F",8,49,"06","2022"
"ATSEA",0.58,"F",8,46,"06","2022"
"ATSEA",0.54,"F",6,46,"06","2022"
"ATSEA",0.64,"F",8,47,"05","2022"
"ATSEA",0.66,"M",12,47,"05","2022"
"ATSEA",0.48,"F",8,46,"05","2022"
"ATSEA",0.77,"M",5,53,"05","2022"
"ATSEA",0.66,"F",5,49,"05","2022"
"ATSEA",0.52,"F",8,46,"05","2022"
"ATSEA",0.88,"F",8,52,"05","2022"
"ATSEA",0.52,"M",6,45,"05","2022"
"ATSEA",0.44,"F",6,45,"05","2022"
"ATSEA",0.58,"M",6,45,"05","2022"
