Source,Weight_kg,Sex,Age_yrs,Length_cm,Month,Year
ATSEA,0.44,F,4,43,6,2010
ATSEA,0.58,M,5,48,6,2010
ATSEA,0.17,M,2,31,5,2010
ATSEA,0.17,F,2,31,5,2010
ATSEA,0.25,F,2,35,5,2010
ATSEA,0.41,M,4,42,6,2010
ATSEA,0.48,F,4,43,6,2010
ATSEA,0.5,F,5,44,6,2010
ATSEA,0.39,M,4,41,6,2010
ATSEA,0.39,M,4,42,6,2010
ATSEA,0.31,F,4,38,6,2010
ATSEA,0.34,M,4,40,6,2010
ATSEA,0.4,M,5,41,6,2010
ATSEA,0.44,M,4,42,6,2010
ATSEA,0.4,M,4,41,6,2010
ATSEA,0.37,M,4,41,6,2010
ATSEA,0.36,F,4,41,6,2010
ATSEA,0.48,M,4,44,6,2010
ATSEA,0.35,F,4,40,6,2010
ATSEA,0.46,F,4,41,6,2010
ATSEA,0.31,M,4,38,6,2010
ATSEA,0.34,M,4,39,6,2010
ATSEA,0.38,M,4,41,6,2010
ATSEA,0.44,M,4,42,5,2010
ATSEA,0.5,F,4,43,5,2010
ATSEA,0.5,F,5,45,5,2010
ATSEA,0.46,M,4,44,5,2010
ATSEA,0.38,F,4,39,5,2010
ATSEA,0.7,F,4,49,5,2010
ATSEA,0.52,M,6,45,5,2010
ATSEA,0.5,F,4,46,5,2010
ATSEA,0.44,M,4,42,5,2010
ATSEA,0.46,F,4,43,5,2010
ATSEA,0.52,F,4,46,5,2010
ATSEA,0.46,M,4,42,5,2010
ATSEA,0.43,M,4,42,5,2010
ATSEA,0.81,F,11,53,5,2010
ATSEA,0.48,M,4,43,5,2010
ATSEA,0.34,F,4,39,5,2010
ATSEA,0.66,F,4,47,5,2010
ATSEA,0.64,M,11,49,5,2010
ATSEA,0.77,M,11,50,5,2010
ATSEA,0.51,F,5,45,5,2010
ATSEA,0.39,F,4,40,5,2010
ATSEA,0.43,M,5,42,5,2010
ATSEA,0.64,M,11,48,5,2010
ATSEA,0.64,M,11,48,5,2010
ATSEA,0.44,F,4,41,5,2010
ATSEA,0.56,F,4,46,5,2010
ATSEA,0.18,F,2,29,5,2010
ATSEA,0.18,F,2,31,5,2010
ATSEA,0.19,F,2,33,5,2010
ATSEA,0.41,F,4,41,6,2010
ATSEA,0.52,F,4,44,6,2010
ATSEA,0.69,M,7,52,6,2010
ATSEA,0.29,M,4,37,6,2010
ATSEA,0.28,M,4,37,6,2010
ATSEA,0.38,M,4,40,6,2010
ATSEA,0.36,M,4,41,6,2010
ATSEA,0.43,M,4,44,6,2010
ATSEA,0.34,F,5,43,6,2010
ATSEA,0.27,M,4,37,6,2010
ATSEA,0.33,M,4,40,6,2010
ATSEA,0.36,F,4,40,6,2010
ATSEA,0.15,M,2,29,6,2010
ATSEA,0.42,F,4,42,6,2010
ATSEA,0.49,F,4,43,6,2010
ATSEA,0.39,M,4,41,6,2010
ATSEA,0.41,F,4,42,6,2010
ATSEA,0.47,F,4,43,6,2010
ATSEA,0.14,M,2,29,6,2010
ATSEA,0.36,M,4,38,6,2010
ATSEA,0.36,M,4,40,6,2010
ATSEA,0.44,M,5,42,6,2010
ATSEA,0.7,M,10,47,6,2010
ATSEA,0.62,M,7,49,6,2010
ATSEA,0.48,F,4,43,5,2010
ATSEA,0.7,F,9,52,5,2010
ATSEA,0.46,M,4,43,5,2010
ATSEA,0.32,M,4,38,5,2010
ATSEA,0.47,M,5,42,5,2010
ATSEA,0.45,M,4,43,5,2010
ATSEA,0.24,M,2,35,5,2010
ATSEA,0.81,M,6,51,5,2010
ATSEA,0.51,F,4,45,5,2010
ATSEA,0.5,M,4,42,5,2010
ATSEA,0.51,M,5,43,5,2010
ATSEA,0.39,F,4,41,5,2010
ATSEA,0.49,M,4,44,5,2010
ATSEA,0.6,M,11,48,5,2010
ATSEA,0.4,F,4,40,5,2010
ATSEA,0.38,M,4,41,5,2010
ATSEA,0.36,F,4,40,5,2010
ATSEA,0.4,F,4,41,5,2010
ATSEA,0.41,M,4,41,5,2010
ATSEA,0.5,M,5,44,5,2010
ATSEA,0.6,F,5,46,5,2010
ATSEA,0.48,M,4,42,5,2010
ATSEA,0.5,F,5,43,5,2010
ATSEA,0.54,F,5,45,5,2010
ATSEA,0.52,M,5,47,5,2010
ATSEA,0.66,F,11,51,5,2010
ATSEA,1.18,F,10,59,5,2010
ATSEA,0.56,M,7,49,5,2010
ATSEA,0.46,F,4,42,5,2010
ATSEA,0.56,F,4,45,5,2010
ATSEA,0.37,M,4,42,5,2010
ATSEA,0.46,M,4,43,5,2010
ATSEA,0.49,F,5,44,5,2010
ATSEA,0.52,M,7,43,5,2010
ATSEA,0.8,F,6,51,5,2010
ATSEA,0.46,M,4,41,5,2010
ATSEA,0.4,M,5,41,5,2010
ATSEA,0.6,M,8,49,5,2010
ATSEA,0.34,M,4,39,6,2010
ATSEA,0.38,F,4,40,6,2010
ATSEA,0.32,M,3,39,6,2010
ATSEA,0.32,M,4,39,6,2010
ATSEA,0.52,M,11,46,6,2010
ATSEA,0.42,M,5,42,6,2010
ATSEA,0.32,F,4,39,6,2010
ATSEA,0.32,F,3,39,6,2010
ATSEA,0.36,M,4,40,6,2010
ATSEA,0.41,M,4,41,6,2010
ATSEA,0.44,M,4,43,6,2010
ATSEA,0.46,M,4,41,6,2010
ATSEA,0.47,M,4,43,6,2010
ATSEA,0.41,F,4,40,6,2010
ATSEA,0.38,M,4,40,6,2010
ATSEA,0.43,M,4,41,6,2010
ATSEA,0.46,M,5,43,6,2010
ATSEA,0.68,M,11,51,5,2010
ATSEA,0.74,M,11,52,5,2010
ATSEA,0.82,F,11,51,5,2010
ATSEA,0.62,M,11,49,5,2010
ATSEA,0.72,M,11,50,5,2010
ATSEA,0.92,F,11,56,5,2010
ATSEA,0.44,M,4,43,5,2010
ATSEA,0.53,M,5,45,5,2010
ATSEA,0.81,M,10,52,5,2010
ATSEA,0.47,F,4,44,5,2010
ATSEA,0.45,F,5,44,5,2010
ATSEA,0.42,F,4,41,5,2010
ATSEA,0.46,M,4,41,5,2010
ATSEA,0.66,M,10,48,5,2010
ATSEA,0.8,M,10,51,5,2010
ATSEA,0.62,F,11,48,5,2010
ATSEA,0.56,F,11,49,5,2010
ATSEA,0.76,F,9,53,5,2010
ATSEA,0.44,M,4,43,5,2010
ATSEA,0.47,M,5,45,5,2010
ATSEA,0.61,F,5,48,5,2010
ATSEA,0.22,M,2,34,5,2010
ATSEA,0.36,M,4,42,5,2010
ATSEA,0.36,F,4,41,5,2010
ATSEA,0.52,M,5,45,5,2010
